At_gene	NAME	s1	s3	s5	r1	r3	r5
AT4G37910	Heat shock 70 kDa protein 9, mitochondrial	1.12663469435585	0.0783748151371659	0.0188599496286839	1.12629234533775	1.05076815411359	0.7475854401701
AT4G37880	At4g37880	0.492173333534982	0.387863363514303	0.378879239572282	0.480446601166701	1.0134542427907	0.465585439650511
AT4G37870	Phosphoenolpyruvate carboxykinase (ATP)-like protein	0.568765545977956	0.25037906763415	2.19437060181304	1.03991024242951	1.35879765000533	1.39007791904346
AT4G37860	Putative uncharacterized protein AT4g37860	0	0	0.323637110107393	0.470023505021543	-0.414413374093715	0
AT4G37850	Transcription factor bHLH25	-0.103371499451889	-0.0669147251048174	-1.30722906689225	1.84606692620521	3.18539935625229	0.925948097323387
AT4G37840	Probable hexokinase-like 2 protein	-1.22881446328465	-0.317192630050335	0	1.01425799855833	0.811308794855096	-0.458227015260424
AT4G37770	1-aminocyclopropane-1-carboxylate synthase-like protein	-1.90742041137301	0.331708565794848	-0.317155417016864	3.65368034934949	3.4830266471216	2.47585140759848
AT4G37760	Squalene epoxidase 3	-1.26369726911641	0.237397356307175	-0.798537698051531	-0.08338400570377	0.152495155571604	2.24847105555522
AT4G37750	AP2-like ethylene-responsive transcription factor ANT	-0.843741569248734	-0.805807073595482	-1.2379286987357	-1.51811250548312	-1.07298754423815	0.3936267872753
AT4G37740	Growth-regulating factor 2	-0.153759803854457	-1.10720688349773	-1.16495847805248	-0.810517041159367	-1.24824323345032	-1.47814179588465
AT4G37730	BZIP7	0.707234845050929	-0.135127155008654	-0.336368725486241	0.962886138881633	1.11615693107182	-0.369222853840144
AT4G37680	heptahelical protein 4	-0.416222507786175	-0.00126008026818729	0.708214516811011	-0.0372350972141383	0.206593344941523	0.08523707902738
AT4G37670	NAGS2	0.272343737493079	-0.187768708180038	0.0600805764854215	1.4174293298355	0.873431544536023	0.615272703768376
AT4G37610	BTB/POZ and TAZ domain-containing protein 5	-0.756171426895892	0.415874284021712	0.850681944813843	1.78905538282167	2.95495758919382	1.01616270690107
AT4G37580	Probable N-acetyltransferase HLS1	-0.318272704655949	-0.350397418520668	0.173308246710012	1.30378267902279	1.50876021388037	0.562948860178691
AT4G37560	Acetamidase/formamidase family protein	-0.622197995551883	-0.277088440175546	-0.289974706737821	-1.07708772434981	-0.753777232075671	0.363464228641444
AT4G37550	Acetamidase/Formamidase family protein	0.173424309159617	0.206538079050986	0.855686135605365	0.625018532043387	0.472477632589843	1.23959673445468
AT4G37540	LOB domain-containing protein 39	-0.0710084229661771	0.0976557795045802	0.47988269814004	-0.722356653505735	-0.396417675059832	-0.735783654495605
AT4G37520	Peroxidase	1.89061008187514	1.47606817135383	2.26243082700505	0.475953208368768	0.2855805844912	1.22921976897069
AT4G37510	Ribonuclease III domain-containing protein RNC1, chloroplastic	-1.33140540593143	0.0591003047641738	-1.19619774491673	-0.422053567906055	-0.638836078571489	-0.0139507515939725
AT4G37490	Cyclin-B1-1	1.25310492270382	-0.232055246245454	-0.610016596243185	-1.14982837545243	-1.03357008451854	-1.06082892468884
AT4G37460	Suppressor of RPS4-RLD 1	-0.435386571261548	-0.0509660139798638	0.197823757527771	0.0212331218372562	0.0807952224331715	0.117003110881841
AT4G37450	arabinogalactan protein  18	-0.915836022179724	0.278443259867028	-1.48554286282901	-1.4960126020213	-1.16317218393301	-0.88438030278294
AT4G37445	BEST Arabidopsis thaliana protein match is: Calcium-binding EF hand family protein (TAIR:AT1G64850.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Ot /.../karyotes - 2996 (source: NCBI BLink).	-0.853900310643738	-0.0144093655005973	-0.549403494716452	-0.386338141115	0.0134214909852744	0.319605398587235
AT4G37440	Putative uncharacterized protein AT4g37440	0.136156617555985	0.154724306849015	0.875602811454521	0.20954514042559	0.45744341731505	-0.0216158876147156
AT4G37430	CYP91A2	2.84683674938931	4.40079848145569	7.00491487065466	0.626848629468879	0.507516946940105	2.70799437705073
AT4G37420	Glycosyltransferase	0	0	0.152775757798808	-0.523508466160798	0	-0.0891078722622591
AT4G37400	Cytochrome P450 81F3	-1.08793117069643	-1.20801885690218	-1.66089439915149	-2.50875756475895	-0.15833033913694	-1.49901699394272
AT4G37390	Auxin-responsive GH3 family protein	0.810930498016004	-0.639032242144277	2.74433789660348	5.33456197406692	4.64581771629353	1.7241570061301
AT4G37360	Cytochrome P450, family 81, subfamily D, polypeptide 2	-1.39270141271969	0.683849038298362	0.442552964775765	1.1207169221132	1.24034840505838	1.16107692227026
AT4G37310	Cytochrome P450, family 81, subfamily H, polypeptide 1	0.807746302994	1.50671676739025	2.40474019522301	3.39079838909425	2.88189377737181	2.06665742639382
AT4G37300	AT4g37300/C7A10_60	-0.885837079716215	-0.13609293645127	-0.544663943289061	-0.575715469720659	-0.80664989724736	0.0855051668441228
AT4G37330	At4g37330	-1.59502195786505	1.1393648869196	0.697935596944653	-0.647044530956953	1.1687253491083	0.14539471981826
AT4G37295	At4g37295	-0.339824103471447	-0.376543330341804	-0.143037773409668	4.05533551247036	2.78912969548768	0.611818056405886
AT4G37280	Protein MRG1	-0.227432691417454	-0.634050165644397	-0.526335673937293	-0.442188424818375	-0.898761950853265	-0.847040386652256
AT4G37270	Probable cadmium/zinc-transporting ATPase HMA1, chloroplastic	-0.670755236467965	0.302993657946675	-0.45335494058471	-0.355475135366395	0.0437746743110064	0.527149032174062
AT4G37260	MYB73	-0.821594870904905	0.431647994943568	-0.296001396831665	0.387806530307219	0.265286807468166	-0.416037590224222
AT4G37250	Probable LRR receptor-like serine/threonine-protein kinase At4g37250	-0.54922722187028	-0.0640063016043309	-2.48787015171216	-0.032935265891377	-0.794811092646247	-2.06520380553331
AT4G36880	CP1	2.1566592667806	0.188685183742788	4.28343227903549	2.48745412852646	1.12192930156757	2.03624156770999
AT4G36900	Ethylene-responsive transcription factor RAP2-10	0.352742089949685	0.665772056882772	0.443267806478991	-0.279517110804184	-0.206921198803795	-0.347852476527075
AT4G36930	SPT	-0.743845184602696	-0.0357956729272706	0.321937303964542	1.39041461825714	-1.32485670323586	-1.80654613223869
AT4G36960	AT4g36960/C7A10_400	-0.350158030183997	-0.149757904884879	-0.273806269722289	-0.0353340149420661	-0.209725592978806	-0.230498571909287
AT4G36970	Putative uncharacterized protein AT4g36970	-0.272247278753188	0.120995166036247	-0.415127379034454	-0.899549762736297	-0.839562734864015	-1.11828138398713
AT4G36980	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Splicing factor, suppressor of white apricot (InterPro:IPR019147);  /.../72 Blast hits to 5479 proteins in 321 species: Archae - 0; Bacteria - 89; Metazoa - 5155; Fungi - 712; Plants - 341; Viruses - 39; Other Eukaryotes - 1336 (source: NCBI BLink).	0.0611919940879868	-0.00332538375955975	-0.0209235875978039	0.312575123884901	-0.107294531267885	-0.311106546438844
AT4G37000	Red chlorophyll catabolite reductase, chloroplastic	-0.0295104287821831	0.318910280217914	0.643793367403418	0.704330828728272	1.1278274275401	1.60371690388763
AT4G37010	Centrin 2	0.834125302959864	1.63739834259417	3.13756089687649	1.14834048060218	3.00841976621857	1.30293538633711
AT4G37040	Methionine aminopeptidase	-1.09948273170982	0.227342557242755	-0.952486372695778	-0.111883646909265	-0.424161724352173	-0.153237249843618
AT4G37050	Patatin-like protein 3	-1.3493343860061	0.717833182841456	-1.12976468506542	-3.39087303522892	1.34027275421238	-0.523383901983618
AT4G37070	Patatin-like protein 1	0.969647521988885	0.724558938245562	2.57173447177013	0.121939129347319	2.31624526823559	0.307238978493319
AT4G37080	Protein of unknown function, DUF547	-1.53723435820961	0.0563662601552985	-2.20831459160937	-1.19033895666604	-1.2929985655901	-1.08601634987363
AT4G37090	Putative uncharacterized protein AT4g37090	0.368658593469097	-0.0784660608515345	-0.251033748651718	0.0475945770082174	-0.642277817605377	-0.0314361743365637
AT4G37100	Putative uncharacterized protein AT4g37100	0.144054176596384	-0.317469943985972	-0.0833162272061531	-0.0236198916944226	-0.425473578081334	-0.725332564024095
AT4G37110	Putative uncharacterized protein At4g37110	-0.471658093962316	-0.351745769457292	-0.867899039857667	-0.128305731313443	-0.717793165051938	-0.627403765136766
AT4G37130	TCU1	0.549729012444188	-0.0494264045650731	-0.409053026895218	0.31361984781071	-0.264674004051019	0.218103088434283
AT4G37150	MES9	2.28719016432754	3.4579867222142	4.31079838251341	2.65447862293214	2.01687142941812	2.21189985994018
AT4G37160	Sks15	2.11452388715103	1.51069853703381	-0.220190875623618	-3.66453370988761	5.11024029776702	-4.2969971681632
AT4G37180	Transcription factor HHO5	-0.196648253468619	0.244416191081381	0.389608892202566	-0.30235844282558	-0.293662314623096	-0.210823828112825
AT4G37200	Thioredoxin-like protein HCF164, chloroplastic	-0.88133304509623	-0.210832503741417	-1.88749378804795	-0.127755773767325	-0.247432610535111	-0.377774234532058
AT4G37210	Putative uncharacterized protein At4g37210	0.250277177860888	-0.0615723366863742	0.134307692141683	0.125160480862403	-0.131715657968913	0.186552554176295
AT4G37240	Putative uncharacterized protein	-1.45873571023433	-0.134830597076409	-3.12069909644138	0.652509203155762	-0.5747717719622	0.349542922260425
AT4G35910	Cytoplasmic tRNA 2-thiolation protein 2	0.0651771718614551	-0.10554817726865	-0.169958809341611	0.248358014502886	-0.918009361491384	-0.400716199137215
AT4G36870	BEL1-like homeodomain protein 2	-0.688421254538432	0.0933141188849504	-0.651417820122871	0.817137267601317	0.899385944064687	1.09293358553876
AT4G36860	LIM domain-containing protein	-0.716563961305848	0.232615323129065	-0.406500890300358	-0.378954796752403	-0.951066955915515	-0.62014429047473
AT4G36850	PQ-loop repeat family protein / transmembrane family protein	-1.26133009715841	1.95236883314578	1.21963618242547	0.246887380675613	0.690596128286402	-1.30411077747054
AT2G23790	Calcium uniporter protein 2, mitochondrial	0.566164479664783	0.260639459760979	1.67572539197342	1.07344246835668	1.6816354934145	0.996269291521207
AT4G36810	LSU	-0.536457977409339	0.291693858483987	-0.739802840266703	0.343842683552433	0.894558726797978	0.194723668630235
AT4G36790	Major facilitator protein	0.0234200594307274	0.620103498862418	0.434957597448874	-0.695732173688065	-0.0300929212164496	-0.278424629744384
AT4G36780	BES1/BZR1 homolog 2	0.200735590460431	0.500041423480431	-0.376509150358508	1.77717641247363	1.10430480228314	-0.587282973810479
AT4G36770	Glycosyltransferase	-0.0795494173505425	0.126575477780183	0.155926552060149	0.190918924482477	0	0
AT4G36760	aminopeptidase P1	0.488836688037662	0.783430476552801	1.95515651521899	1.06724776466418	0.977236535396251	1.24194478862338
AT4G36750	Probable NAD(P)H dehydrogenase (quinone) FQR1-like 2	0.750491755612615	0.2550735863665	0.54097114925523	0.675846861749939	1.15572752964879	0.616106261119436
AT4G36740	homeobox protein 40	0.947803367229639	0.915366582473689	0.561091556802914	0.230960935373903	-0.258305520041295	-1.58109238026388
AT4G36730	GBF1	-0.481862681209776	0.112069990993052	-0.695553373881556	1.33740603134668	1.92546352013268	0.77061312697222
AT4G36720	HVA22-like protein k	0.106654243194875	0.203764452971291	0.0659011685998757	0.191026770341091	-0.192701754353517	-0.00912102472375645
AT4G36690	ATU2AF65A	-0.207024203565787	-0.192702297967909	-0.254426620853953	0.196469572090377	-0.0997489709570944	-0.297546950184158
AT4G36670	At4g36670	-0.267904707962224	0.74352602800589	2.20092324710949	0.187299849298541	0.530822672151087	0.695162386045978
AT4G36660	At4g36660	-0.861705246672088	0.589715760088399	-1.19891756745187	-0.694535935809036	-0.771950688177494	-0.451875688283451
AT4G36640	At4g36640	0.0518885038821147	0.0296177250918367	-0.179950496221623	-1.0409713034921	1.4576558778139	0.633026308869607
AT4G36520	Chaperone DnaJ-domain containing protein	-0.272631479070585	0.802144081865097	-0.315052341655161	-0.12875417437552	-1.49414682791053	-1.03085103886708
AT4G36500	Putative uncharacterized protein AT4g36500	1.23769726194319	1.81162355776937	2.98085974146474	2.91940769791746	2.28442488939502	1.55636612814621
AT4G36470	At4g36470	-0.686516263177381	0.230006746577747	-0.462607937545326	-0.705035249413334	-0.935614279676697	-0.653773055543099
AT4G36480	Long chain base biosynthesis protein 1	0.224354140911656	-0.161650051087941	-0.0679245969250439	-0.0719378358185067	-0.516756309914787	-0.424355356318751
AT4G36430	Peroxidase	3.70273422185525	3.19522417831943	2.97408481969726	3.17235123626214	2.22147753251662	1.93191140357935
AT4G36440	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 41 Blast hits to 41 proteins in 14 specie /.../hae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 41; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	-0.276979217426276	-0.254410312678223	-0.418210685122158	-0.260899848558958	-0.431187145674871	-0.0580690193682628
AT4G36410	UBC17	0.795023586480035	1.20789341771594	2.01497305108868	2.48272207425957	3.44555549127017	1.15814071639415
AT4G36390	CDK5RAP1-like protein	-0.714642663680395	-0.304787351508074	-1.08579515358828	0.00559102302756946	-0.620495214661073	-0.399694064616927
AT4G36380	3-epi-6-deoxocathasterone 23-monooxygenase	-0.566493844614378	0.73985874573574	0.605876578692429	-0.255784779981579	-1.36104255051878	-1.39702979605673
AT4G36360	Beta-galactosidase 3	-0.399925054961926	0.0949224802002807	-0.577142463036209	-1.96662553331163	-1.38412692770291	-1.51798520643648
AT4G36280	Protein MICRORCHIDIA 2	0.0141855595657774	0.182074853483261	-0.262209288272269	-0.0186113444281973	-0.134351554460951	0.252888692758469
AT4G36260	STY2	-0.420115533289508	-1.23887347422145	-1.15428745816547	0.272151798292615	-1.96764694480822	-1.15841209076015
AT4G36250	Aldehyde dehydrogenase	-0.429002285644851	0.25069519239063	-0.994540312455318	0.196851563332613	-0.064465967925547	-0.239543226609049
AT4G36220	Cytochrome P450 84A1	-0.846362717215332	0.862683325716653	-0.218554005524037	-1.34242266808528	0.671268982645285	0.1456834697705
AT4G36210	Protein of unknown function (DUF726)	0.471259343850884	0.405786440879533	1.04192372254774	0.124113881549792	0.15649000215124	0.0687107782757618
AT4G36195	Prolyl carboxypeptidase like protein	-0.664541077201395	0.754800235268073	-0.0428985776989829	-0.19755346287478	-0.272822810172123	-0.072264636559076
AT4G36180	Probable LRR receptor-like serine/threonine-protein kinase At4g36180	-0.994107102322594	-0.480440763177633	-1.50670533445248	-1.20784044588821	-1.12955555496535	-0.956102709150064
AT4G36160	NAC domain containing protein 76	-0.561266445233651	-0.726713898399947	-1.39303348219352	0.762591259140278	-0.777909138965179	0.426435639347475
AT4G36150	Putative disease resistance protein	-0.174362055626793	-0.185631975677944	0.189355396336953	-0.248297222052772	-0.229239054952897	-0.152238308460948
AT4G36140	Putative TIR-NBS-LRR class disease resistance protein	-0.083115369215438	0.107857423843221	0.449657658619931	-0.0910493412779373	0.688340525978944	0.960885121295622
AT4G36130	60S ribosomal protein L8-3	0.251622779140053	-0.430471843587409	-0.827448520301224	-0.575891499432742	-1.34444613608446	-0.868982290483086
AT4G36120	Filament-like plant protein 5	-0.0738031517761778	-0.134118606870302	-0.351828413631352	0.394680171249519	-0.161105771441612	-0.55109187721858
AT4G36110	SAUR9	-0.106403725522685	-0.119951188673155	1.22815559307262	-0.212716617991264	-1.12380889028357	0.935063808854465
AT4G36105	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: nucleus; EXPRESSED IN: 6 plant structures; EXPRESSED DURING: LP.04 four leaves visible, 4 anthesis, petal differentiation and expansion s /.../BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G17990.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).	0.129520410213819	0.206722067985521	0.893149641886909	-0.240334499777151	0.102569491834588	-0.195615332651537
AT4G36090	At4g36090	0.647594979349186	1.04232947225456	-0.417753048409685	-0.314907789192751	0.645340328791592	1.38128404331107
AT4G36080	Phosphotransferases/inositol or phosphatidylinositol kinases	0.652469131873315	-0.113935587419093	0.719512895869441	0.425992868594953	0.954236023718288	0.817362567906842
AT4G36050	DNA-(apurinic or apyrimidinic site) lyase 2	-0.0953053525248183	-1.04878841901884	-0.431513330599647	0.376164855176742	-0.421344351776117	0.393193725001834
AT4G36040	At4g36040	-0.416737903479882	0.776345814227008	1.19258118319222	1.81949267514473	2.41545186093266	0.761648646766943
AT4G36010	Pathogenesis-related thaumatin family protein	0.0838876331552285	0.52835431852176	2.81190782934896	2.16984715430964	2.12522631596161	0.381326146377168
AT4G35987	S-adenosyl-L-methionine-dependent methyltransferase domain-containing protein	-0.0133503918267948	-0.486361454279777	-0.202857623429532	0.176035267144986	-0.00821884692394076	-0.391715215875583
AT4G35970	APX5	-1.10216196258027	0.213002234046897	-1.75433529186271	-0.434306161053138	-0.401834204487748	-0.729220002169016
AT4G35950	Rac-like GTP-binding protein ARAC6	-0.543863755208674	-0.618457185135729	-1.86645991980328	-1.22553829741328	1.66281101482806	-0.774201765970522
AT4G35940	Putative uncharacterized protein AT4g35940	0.107578093525201	0.161792545018992	-0.298390314764963	0.366448143305424	-1.93053840262023	-0.201997401627368
AT4G35920	Protein MID1-COMPLEMENTING ACTIVITY 1	-0.649091510587313	-0.673667810460056	-1.77906188979229	-1.75115200504415	-1.77154588079144	-2.26624201211003
AT4G35900	Protein FD	-0.277236550158843	-1.47727280058025	-0.877479307575328	-0.263338900015314	-0.376136941932178	-0.110276747377779
AT4G35890	La-related protein 1C	0.806027266303932	-0.0326087939724412	0.558194525865958	0.0082786640286724	0.0157253501701944	0.286810970712255
AT4G35880	AT4G35880 protein	0.168557570382129	-0.103991257462361	-0.446754559528163	-0.293823904790137	-1.00235688269024	-0.0684400648092423
AT4G35860	Ras-related protein RABB1b	-0.057343207883829	0.910505678281086	1.09721370599921	1.28003097505514	2.50832340170194	1.14951799463596
AT4G35850	Pentatricopeptide repeat-containing protein At4g35850, mitochondrial	0.262012811035016	-0.0624603866415501	-0.0296881670295655	-0.263196358494415	-0.805105775489848	0.121755293816824
AT4G35840	RING/U-box superfamily protein	-0.0836820378883126	0.59764152948573	1.18659316145658	1.26814816808658	1.04614869533456	0.244235127449327
AT4G35830	Aconitate hydratase 1	0.0951509856771596	0.432152186990237	1.54193853904977	0.200063383263062	0.499155562921032	0.610617495496976
AT4G35810	Probable prolyl 4-hydroxylase 8	-1.13129786830317	-0.612309746412425	-0.101738845217084	-0.596774379742342	-2.54958869704446	0.214616591594487
AT4G35800	DNA-directed RNA polymerase subunit	-0.540459541924315	0.348751483396127	0.372839717424878	0.0952848816725117	0.230606218850551	0.249218560265424
AT4G35785	At4g35785	-0.159841541047686	-0.272369665806859	-0.586495519987938	-0.246468860654785	-0.865372417489801	-0.319231379591279
AT4G35770	SEN1	-0.649971398089353	1.52960873344118	2.35148754824612	5.82462826858614	5.71564460379925	1.79680576178996
AT4G35760	NAD(P)H dehydrogenase (quinone)s	-0.566813762716171	0.146366925008223	-0.265956103686602	1.93114520775514	2.49669381591253	0.914422772319093
AT4G35750	At4g35750	-0.274848851659845	1.01040344729979	0.479126740071357	0.8186601797684	1.21137095121965	0.15489642615908
AT4G35730	Regulator of Vps4 activity in the MVB pathway protein	-0.604152382869848	-0.120597169757514	-0.66097554942622	-0.369974712369175	-1.02559149225376	-0.205813583703424
AT4G35690	Putative uncharacterized protein	-1.70309094436639	1.19371066521479	0.0500896854120434	-1.3230323092963	-1.52769995119371	-2.99416293589115
AT4G35600	Putative serine/threonine-protein kinase Cx32	0.617462066532958	0.377974439162283	0.992670494997754	0.788036880935889	1.31748667611151	1.6842068833623
AT4G35590	Protein RKD5	0.52670981704692	-1.45706852892573	-1.13813728394037	-0.870955870977763	-1.63005194811164	0.290182881582247
AT4G35550	WOX13	0.461610868347162	-0.282426117892419	-0.0217470492867336	0.776298305966645	0.442702789357555	0.305315325380225
AT4G35540	Plant-specific TFIIB-related protein PTF2	-0.319398776183436	0.090449216089155	0.117492269104662	1.55965660379512	1.04124338338401	0.37217361030882
AT4G35530	Phosphatidylinositolglycan-related protein	0.0850789184329613	-0.89502849384896	-0.876689444058899	-0.254978316409097	-0.363498033687081	0.246641608349886
AT4G35500	Protein kinase family protein	0.406903705085106	0.0913086022656195	0.611559877156603	0.121320990990771	0.584105815473868	0.461733054066826
AT4G35470	Plant intracellular Ras-group-related LRR protein 4	-0.739193229674907	0.327999564817361	-0.622653685032884	1.5960898830734	2.43860430512578	1.18653157785402
AT4G35450	Ankyrin repeat domain-containing protein 2	-1.04028223035509	0.0576039027994636	-0.737661632510716	0.27142909297256	0.308557694359954	0.0218674947912428
AT4G35440	Chloride channel protein	-1.61161748267852	0.081377758704098	-1.36348713406845	-0.0883327353446722	-0.205961604231989	-0.400168587769311
AT4G35420	Tetraketide alpha-pyrone reductase 1	1.61685391887319	-1.8292749682977	-0.836719274922556	-1.04976146672819	-1.42746737724159	2.18499172785628
AT4G35410	AP-1 complex subunit sigma-2	0.212711532431388	-0.330848598049477	-0.264703338247933	-0.640954817762756	-1.35323289306073	-0.406963565132242
AT4G35390	AT-hook motif nuclear-localized protein 25	0.241812000696625	0.608893037931686	0.219234538879791	0.439825503594495	-0.108960595342179	-0.227602840272644
AT4G35380	Brefeldin A-inhibited guanine nucleotide-exchange protein 4	4.11259468084104	0.602758465980682	1.80353585621218	0.598110365023071	2.63805709397511	0.499725242499685
AT4G35360	At4g35360/F23E12_80	-0.380033243822336	-0.103176361029332	0.0778034731200384	-0.556367675411473	-0.496540882120279	-0.0629080814248853
AT4G35350	XCP1	0.0416134438805468	1.45303426380347	0.382320774634044	-1.26313072166052	0.587044806608619	0.0515333779670755
AT4G35320	AT4g35320/F23E12_120	-1.74363797481396	1.52441469367314	-3.46737667090768	-3.55095283097916	0.7394607389945	-0.0346980149648633
AT4G35310	CPK5	0.619611830760377	0.138117424768734	0.320026967771064	-0.115231363231045	-0.154627951146347	0.252486659108635
AT4G35300	TMT2	-0.0325198488455729	0.671789848500685	0.735830530461939	-0.576513797797321	-0.550390354076286	0.293318299588213
AT4G35290	Glutamate receptor 3.2	-0.774201445287911	-0.424057900414682	-0.825502486032299	-0.741129438386537	-1.10828911411153	-1.0160484847437
AT2G17200	Ubiquitin domain-containing protein DSK2b	0.460734168081226	0.237621804893983	0.373436514490315	0.264033972200221	0.401513238241126	0.621294662491092
AT4G35280	DAZ2	0.676243881190006	-0.0971034076031589	0.373461772284125	0.603618640352708	0.692191370814225	-0.037877144315593
AT4G35270	Protein NLP2	-0.426810727044196	-0.552265137333312	-1.69606407518543	-1.2602528232602	-0.522550332348946	-0.717214546301576
AT4G35260	Isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial	0.58417297196962	0.560561404716078	0.802809171346497	0.138502973468814	0.848728980722143	0.592732606831367
AT5G60620	AtGPAT9	-0.257490647221591	0.224823863410786	0.159020918937344	-0.104921270247526	-0.474096287164657	-0.0484258237060037
AT4G35230	Probable serine/threonine-protein kinase At4g35230	0.268025889934873	0.362235544290494	0.667932506970125	1.41104321843023	1.36279540182799	0.659100969016304
AT4G35030	Salt stress-related protein kinase	0.697694413376731	0.0443740774817038	-0.808021419009535	-0.537934277582022	0.141324046526249	-0.300655810735226
AT4G35020	At4g35020	0.170546207516787	-0.284760601989427	-0.383500994764159	0.00633881691379701	-0.714500409230458	-0.600900930793411
AT4G35010	Beta-galactosidase 11	-0.61822536481136	0.480442073068188	-0.18251078170776	0.843741531965989	0	2.52779358423971
AT4G34990	Transcription factor MYB32	0.411819890735009	-0.391399651054125	-0.29335140309583	0.268626066061045	-0.538241421369614	-0.289663577146191
AT4G34970	Actin-depolymerizing factor 9	-0.546116628074696	-0.0256535553649822	-0.079375980893387	-1.26052366244898	-0.602363378212962	0.791194542297902
AT4G34960	Peptidyl-prolyl cis-trans isomerase CYP21-1	-0.225621476260379	-0.268307916951102	-0.794204649655416	-0.765910000996963	-1.00803022445852	-0.489265904874545
AT4G34950	Major facilitator family protein	0.249841798722214	0.101859651554143	1.53996808191755	2.12146955892182	0.474732727367598	-1.71520170146898
AT4G34940	Armadillo repeat only 1 protein	0.103734121807491	0	0.160127770878467	0	0.651387601716815	-0.408466243886927
AT4G34910	DEAD-box ATP-dependent RNA helicase 16	0.143519521537843	-0.349136365828867	-0.236612457130865	-0.586681211891803	-1.42820153174824	-0.259786999181412
AT4G34890	Xanthine dehydrogenase 1	1.35001591218795	1.31434582677352	3.21325845887505	1.24074448147051	2.04706055996698	1.29096351921315
AT4G34880	Amidase family protein	0.645027918198526	-0.435007756727958	-0.911328672910584	-0.597140387153719	1.08341158933424	-1.34802538622198
AT4G34860	A/N-InvB	1.13276353204427	0.563160332948227	1.8052179071995	0.54712919631951	-0.758784811040445	-0.460663635768586
AT4G34850	PSKB	1.85994802580244	0.395886784635178	0.0559518382227159	1.40912734140834	-1.05656634983231	-0.0449432414378058
AT4G34830	Pentatricopeptide repeat-containing protein MRL1, chloroplastic	-1.76998636553547	0.253885595373945	-1.21055164768059	-1.68651702383343	-0.663634161860737	-0.60772221092372
