Gene.ID	log2FoldChange	padj	Bnapus_gene_name	Bnapus_gene_symbol	Bnapus_position	Bnapus_description	Athaliana_gene	Athaliana_gene_symbol	Athaliana_position	Athaliana_description	pident	evalue	bitscore	top2_bitscore_diff	GO_id	INTERPRO_id
GSBRNA2T00000282001	-1.483000895	0.033957627	CDY08508	BnaA05g27440D	supercontig:AST_PRJEB5043_v1:LK031986:483392:484941:-1	BnaA05g27440D protein	AT3G11630	BAS1	chromosome:TAIR10:3:3672036:3674159:1	2-Cys peroxiredoxin BAS1, chloroplastic	87.688	0	911	244	GO:0016209;GO:0016491;GO:0051920;GO:0055114	IPR000866;IPR012336;IPR019479
GSBRNA2T00000314001	6.33712445	8.66e-15	CDY08534	BnaA05g27700D	supercontig:AST_PRJEB5043_v1:LK031986:605459:607287:-1	Glycosyltransferase	AT3G11340	NA	chromosome:TAIR10:3:3556554:3558361:1	Glycosyltransferase	86.266	0	1459	NA	GO:0008152	IPR002213
GSBRNA2T00000318001	1.22779494	0.025873904	CDY08538	BnaA05g27740D	supercontig:AST_PRJEB5043_v1:LK031986:621434:622630:1	BnaA05g27740D protein	AT3G11280	NA	chromosome:TAIR10:3:3533211:3534994:-1	Duplicated homeodomain-like superfamily protein	87.892	0	809	400	GO:0003677;GO:0003682	IPR001005;IPR006447;IPR009057;IPR017884;IPR017930
GSBRNA2T00000330001	-1.408975619	0.049324262	CDY08548	BnaA05g27840D	supercontig:AST_PRJEB5043_v1:LK031986:668204:670700:-1	BnaA05g27840D protein	AT3G11170	FAD7	chromosome:TAIR10:3:3499537:3502452:1	sn-2 acyl-lipid omega-3 desaturase (ferredoxin), chloroplastic	91.805	0	1513	399	GO:0006629;GO:0055114	IPR005804;IPR021863
GSBRNA2T00000338001	4.279158316	0.000159561	CDY08555	BnaA05g27910D	supercontig:AST_PRJEB5043_v1:LK031986:696378:698157:-1	Ferritin	AT3G11050	FER2	chromosome:TAIR10:3:3463477:3465506:1	Ferritin-2, chloroplastic	88.75	0	780	NA	GO:0006826;GO:0006879;GO:0008199;GO:0016491;GO:0046914;GO:0055114	IPR001519;IPR008331;IPR009040;IPR009078;IPR012347;IPR014034
GSBRNA2T00000342001	1.264309971	0.052573361	CDY08559	BnaA05g27950D	supercontig:AST_PRJEB5043_v1:LK031986:709199:710779:-1	BnaA05g27950D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR009798
GSBRNA2T00000348001	-1.763695119	0.005052314	CDY08562	BnaA05g27980D	supercontig:AST_PRJEB5043_v1:LK031986:740956:742576:1	BnaA05g27980D protein	AT3G10940	LSF2	chromosome:TAIR10:3:3422034:3423455:-1	Phosphoglucan phosphatase LSF2, chloroplastic	86.014	0	894	NA	GO:0006470;GO:0008138;GO:0016311;GO:0016791	IPR000340;IPR000387;IPR020422;IPR024950
GSBRNA2T00000366001	3.562127909	0.005052314	CDY08576	BnaA05g28120D	supercontig:AST_PRJEB5043_v1:LK031986:775122:776148:1	BnaA05g28120D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005515;GO:0008270	IPR001841;IPR013083
GSBRNA2T00000396001	1.035451228	0.03159345	CDY08603	BnaA05g28390D	supercontig:AST_PRJEB5043_v1:LK031986:876796:879505:-1	BnaA05g28390D protein	AT3G10450	SCPL7	chromosome:TAIR10:3:3249526:3252582:1	SCPL7	86.821	0	1382	286	GO:0004185;GO:0006508	IPR001563
GSBRNA2T00000406001	4.09932006	0.007510438	CDY08612	BnaA05g28480D	supercontig:AST_PRJEB5043_v1:LK031986:926625:928552:1	BnaA05g28480D protein	AT3G10320	NA	chromosome:TAIR10:3:3195314:3197457:-1	F14P13.8 protein	86.085	0	1343	NA	NA	IPR007657
GSBRNA2T00000410001	-1.347819346	0.001658627	CDY08615	BnaA05g28510D	supercontig:AST_PRJEB5043_v1:LK031986:941071:947425:1	DNA gyrase subunit B	AT3G10270	GYRB1	chromosome:TAIR10:3:3173805:3179726:-1	DNA gyrase subunit B	92.273	0	3107	1025	GO:0003677;GO:0003918;GO:0005524;GO:0005694;GO:0006265	IPR000565;IPR001241;IPR002288;IPR003594;IPR006171;IPR011557;IPR013506;IPR013759;IPR013760;IPR014721;IPR018522;IPR020568
GSBRNA2T00000413001	-1.018075629	0.019765165	CDY08618	BnaA05g28540D	supercontig:AST_PRJEB5043_v1:LK031986:952722:955469:1	BnaA05g28540D protein	AT3G10230	LCY1	chromosome:TAIR10:3:3164075:3166038:-1	Lycopene beta cyclase, chloroplastic	83.875	0	1413	NA	GO:0016117	IPR008671;IPR010108
GSBRNA2T00000453001	4.788117216	0.00084549	CDY08634	BnaC04g19430D	supercontig:AST_PRJEB5043_v1:LK031987:270917:273638:-1	BnaC04g19430D protein	AT1G62300	WRKY6	chromosome:TAIR10:1:23016569:23019494:-1	Putative uncharacterized protein At1g62300	82.081	0	712	NA	GO:0003700;GO:0043565	IPR003657
GSBRNA2T00000498001	4.380054407	0.010775449	CDY08660	BnaC04g19690D	supercontig:AST_PRJEB5043_v1:LK031987:654300:655226:-1	BnaC04g19690D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005507;GO:0009055	IPR003245;IPR008972
GSBRNA2T00000574001	1.039853713	0.006777096	CDY08691	BnaC03g54910D	supercontig:AST_PRJEB5043_v1:LK031988:315849:322157:1	BnaC03g54910D protein	AT3G44300	NIT2	chromosome:TAIR10:3:15983199:15985535:1	NIT2	84.397	0	691	447	GO:0006807	IPR000132;IPR003010
GSBRNA2T00000642001	3.707099797	6.49e-08	CDY08718	BnaA06g25060D	supercontig:AST_PRJEB5043_v1:LK031989:23755:24815:-1	BnaA06g25060D protein	AT5G67450	AZF1	chromosome:TAIR10:5:26918765:26920179:-1	ZF1	82.656	3.28e-177	621	NA	GO:0005622;GO:0008270	IPR007087;IPR015880
GSBRNA2T00000644001	1.420552072	0.011282278	CDY08720	BnaA06g25040D	supercontig:AST_PRJEB5043_v1:LK031989:29736:32903:1	Formin-like protein	AT5G67470	FH6	chromosome:TAIR10:5:26926551:26930556:1	Formin-like protein 6	90.682	0	1805	NA	GO:0003779;GO:0016043;GO:0030036	IPR003104;IPR015425
GSBRNA2T00000645001	2.46259029	0.000150895	CDY08721	BnaA06g25030D	supercontig:AST_PRJEB5043_v1:LK031989:33435:36038:-1	BnaA06g25030D protein	AT5G67480	BT4	chromosome:TAIR10:5:26930940:26932825:-1	BTB and TAZ domain protein 4	88.283	0	1182	NA	GO:0003712;GO:0004402;GO:0005515;GO:0005634;GO:0008270	IPR000197;IPR000210;IPR011333;IPR013069
GSBRNA2T00000646001	1.574177362	0.002065287	CDY08722	BnaA06g25020D	supercontig:AST_PRJEB5043_v1:LK031989:36800:37517:-1	BnaA06g25020D protein	AT5G67490	NA	chromosome:TAIR10:5:26934153:26934952:-1	At5g67490	84.985	9.72e-90	329	NA	NA	IPR012875
GSBRNA2T00000647001	-0.887285175	0.026735389	CDY08723	BnaA06g25010D	supercontig:AST_PRJEB5043_v1:LK031989:37828:39604:1	BnaA06g25010D protein	AT5G67500	VDAC2	chromosome:TAIR10:5:26935075:26937483:1	voltage dependent anion channel 2	90.024	0	1075	NA	GO:0005741;GO:0055085	IPR023614;IPR027246
GSBRNA2T00000648001	-1.756373025	0.000222112	CDY08724	BnaA06g25000D	supercontig:AST_PRJEB5043_v1:LK031989:39994:41519:1	Adenylyl-sulfate kinase	AT5G67520	APK4	chromosome:TAIR10:5:26939159:26940434:1	Adenylyl-sulfate kinase 4, chloroplastic	86.025	0	682	NA	GO:0000103;GO:0004020;GO:0005524	IPR002891
GSBRNA2T00000651001	-1.292184476	0.050924982	CDY08726	BnaA06g24980D	supercontig:AST_PRJEB5043_v1:LK031989:49875:51727:-1	BnaA06g24980D protein	AT5G67540	NA	chromosome:TAIR10:5:26944028:26946377:-1	Arabinanase/levansucrase/invertase	85.032	0	1411	NA	GO:0005975	IPR006710;IPR023296
GSBRNA2T00000668001	-1.621021035	0.017954891	CDY08741	BnaA06g24830D	supercontig:AST_PRJEB5043_v1:LK031989:85454:87537:-1	BnaA06g24830D protein	AT5G65890	ACR1	chromosome:TAIR10:5:26354853:26357866:1	ACT domain-containing protein ACR1	87.824	0	1670	NA	GO:0008152;GO:0016597	IPR002912
GSBRNA2T00000687001	-2.846187571	6.78e-07	CDY08756	BnaA06g24680D	supercontig:AST_PRJEB5043_v1:LK031989:190663:192232:-1	Xyloglucan endotransglucosylase/hydrolase	AT5G65730	XTH6	chromosome:TAIR10:5:26298728:26300529:1	Xyloglucan endotransglucosylase/hydrolase	90.107	0	1088	701	GO:0005618;GO:0005975;GO:0006073;GO:0016762;GO:0048046	IPR000757;IPR008263;IPR008985;IPR010713;IPR013320;IPR016455
GSBRNA2T00000695001	1.967342941	0.02971346	CDY08764	BnaA06g24600D	supercontig:AST_PRJEB5043_v1:LK031989:221307:224261:-1	BnaA06g24600D protein	AT5G65690	PCK2	chromosome:TAIR10:5:26266180:26269687:1	phosphoenolpyruvate carboxykinase 2	89.782	0	2566	1592	GO:0004611;GO:0004612;GO:0005524;GO:0006094;GO:0017076	IPR001272;IPR008210;IPR013035;IPR015994
GSBRNA2T00000697001	-1.917617798	0.013677041	CDY08765	BnaA06g24590D	supercontig:AST_PRJEB5043_v1:LK031989:241989:244204:-1	BnaA06g24590D protein	AT5G65683	NA	chromosome:TAIR10:5:26261136:26264170:1	C3H4 type zinc finger protein	80.846	0	1585	NA	GO:0005515;GO:0008270	IPR001841;IPR002035;IPR013083
GSBRNA2T00000741001	2.690032311	0.028733567	CDY08796	BnaA06g24280D	supercontig:AST_PRJEB5043_v1:LK031989:491208:494662:1	Protein DETOXIFICATION	AT5G65380	DTX27	chromosome:TAIR10:5:26122937:26126560:-1	Protein DETOXIFICATION 27	87.487	0	1064	NA	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085	IPR002528
GSBRNA2T00000751001	-2.43041644	0.04661226	CDY08799	BnaA06g24250D	supercontig:AST_PRJEB5043_v1:LK031989:524913:526174:1	BnaA06g24250D protein	AT5G65380	DTX27	chromosome:TAIR10:5:26122937:26126560:-1	Protein DETOXIFICATION 27	85.686	5.21e-149	527	NA	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085	IPR002528
GSBRNA2T00000767001	-0.92715425	0.037469033	CDY08809	BnaA06g24150D	supercontig:AST_PRJEB5043_v1:LK031989:612009:613016:-1	BnaA06g24150D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	IPR001854
GSBRNA2T00000793001	-1.232563385	0.014541076	CDY08829	BnaA06g23950D	supercontig:AST_PRJEB5043_v1:LK031989:773762:776834:-1	BnaA06g23950D protein	AT5G65010	ASN2	chromosome:TAIR10:5:25969035:25972575:1	asparagine synthetase 2	90.877	0	2244	413	GO:0004066;GO:0006529;GO:0008152	IPR000583;IPR001962;IPR006426;IPR014729;IPR017932
GSBRNA2T00000802001	-1.567260553	0.010192574	CDY08837	BnaA06g23870D	supercontig:AST_PRJEB5043_v1:LK031989:823924:828430:-1	BnaA06g23870D protein	AT5G64940	ATATH13	chromosome:TAIR10:5:25948954:25953822:1	ABC transporter-like	89.166	0	2804	NA	NA	IPR004147;IPR011009
GSBRNA2T00000806001	2.656436127	0.036810014	CDY08840	BnaA06g23840D	supercontig:AST_PRJEB5043_v1:LK031989:837279:837703:-1	BnaA06g23840D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00000817001	4.666153565	0.000376437	CDY08849	BnaA06g23750D	supercontig:AST_PRJEB5043_v1:LK031989:863322:864615:-1	BnaA06g23750D protein	AT5G64810	WRKY51	chromosome:TAIR10:5:25908247:25909881:1	Probable WRKY transcription factor 51	85.473	3.63e-171	601	NA	GO:0003700;GO:0043565	IPR003657
GSBRNA2T00000877001	4.787676516	3.14e-06	CDY08885	BnaC08g11150D	supercontig:AST_PRJEB5043_v1:LK031990:219002:221499:-1	BnaC08g11150D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR025875
GSBRNA2T00000908001	-0.931625418	0.044202983	CDY08902	BnaC08g11320D	supercontig:AST_PRJEB5043_v1:LK031990:363026:367977:1	BnaC08g11320D protein	AT4G18240	SS4	chromosome:TAIR10:4:10082108:10087203:1	Glycosyltransferase	87.916	0	3138	NA	GO:0009011;GO:0009058;GO:0009250	IPR001296;IPR011835;IPR013534
GSBRNA2T00000930001	-1.822262787	0.04576426	CDY08910	BnaC08g11400D	supercontig:AST_PRJEB5043_v1:LK031990:464583:468213:-1	BnaC08g11400D protein	AT4G24190	HSP90-7	chromosome:TAIR10:4:12551552:12556058:-1	Endoplasmin homolog	91.828	0	2518	NA	GO:0005524;GO:0006457;GO:0006950;GO:0051082	IPR001404;IPR003594;IPR015566;IPR019805;IPR020568;IPR020575
GSBRNA2T00000982001	-1.022715939	0.010089223	CDY08947	BnaC08g11770D	supercontig:AST_PRJEB5043_v1:LK031990:664683:666263:-1	BnaC08g11770D protein	AT4G24770	CP31A	chromosome:TAIR10:4:12765761:12768239:-1	31 kDa ribonucleoprotein, chloroplastic	87.986	0	695	NA	GO:0000166;GO:0003676	IPR000504;IPR012677
GSBRNA2T00001024001	4.702041291	4.97e-06	CDY08970	BnaC08g12000D	supercontig:AST_PRJEB5043_v1:LK031990:907485:909002:1	BnaC08g12000D protein	AT4G25300	NA	chromosome:TAIR10:4:12945120:12946778:1	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	85.878	0	1114	63	GO:0016491;GO:0055114	IPR005123;IPR026992
GSBRNA2T00001084001	3.220771884	0.044802808	CDY08989	BnaC01g31020D	supercontig:AST_PRJEB5043_v1:LK031991:373894:375186:1	BnaC01g31020D protein	AT3G23250	MYB15	chromosome:TAIR10:3:8309209:8310910:1	Transcription factor MYB15	88.235	7.79e-174	610	NA	GO:0003677;GO:0003682	IPR001005;IPR009057;IPR017930
GSBRNA2T00001126001	-1.612919947	0.028726664	CDY09011	BnaC01g30800D	supercontig:AST_PRJEB5043_v1:LK031991:603961:607410:-1	BnaC01g30800D protein	AT3G23430	PHO1	chromosome:TAIR10:3:8387398:8393467:-1	Phosphate transporter PHO1	88.045	0	2111	NA	GO:0016021	IPR004331;IPR004342
GSBRNA2T00001128001	-2.326906834	0.01586859	CDY09013	BnaC01g30780D	supercontig:AST_PRJEB5043_v1:LK031991:608954:611841:-1	BnaC01g30780D protein	AT3G23430	PHO1	chromosome:TAIR10:3:8387398:8393467:-1	Phosphate transporter PHO1	88.401	0	680	NA	NA	IPR004331
GSBRNA2T00001133001	1.554681963	0.031407897	CDY09016	BnaC01g30750D	supercontig:AST_PRJEB5043_v1:LK031991:695359:696244:1	BnaC01g30750D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00001165001	2.034430508	0.000358604	CDY09031	BnaC01g30600D	supercontig:AST_PRJEB5043_v1:LK031991:839443:841842:-1	Protein DETOXIFICATION	AT3G23560	DTX19	chromosome:TAIR10:3:8453903:8456708:-1	Protein DETOXIFICATION 19	87.447	0	1615	108	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085	IPR002528
GSBRNA2T00001240001	-1.366880526	0.015984478	CDY09067	BnaC08g10210D	supercontig:AST_PRJEB5043_v1:LK031992:406789:407893:1	BnaC08g10210D protein	AT4G15510	PPD1	chromosome:TAIR10:4:8860526:8862683:1	PPD1	89.094	0	804	NA	GO:0005509;GO:0009523;GO:0009654;GO:0015979;GO:0019898	IPR002683;IPR016123
GSBRNA2T00001243001	2.570816674	0.003462127	CDY09068	BnaC08g10220D	supercontig:AST_PRJEB5043_v1:LK031992:429467:430897:-1	Glycosyltransferase	NA	NA	NA	NA	NA	NA	NA	NA	GO:0008152	IPR002213
GSBRNA2T00001301001	-1.041926224	0.011673266	CDY09090	BnaA02g05160D	supercontig:AST_PRJEB5043_v1:LK031993:16405:20369:-1	BnaA02g05160D protein	AT5G20950	NA	chromosome:TAIR10:5:7107273:7111352:-1	Glycosyl hydrolase family protein	87.356	0	2156	1103	GO:0005975	IPR001764;IPR002772;IPR017853;IPR026892
GSBRNA2T00001302001	3.79719118	6.26e-10	CDY09091	BnaA02g05170D	supercontig:AST_PRJEB5043_v1:LK031993:25765:33089:1	BnaA02g05170D protein	AT5G20960	AAO1	chromosome:TAIR10:5:7116687:7122774:1	Indole-3-acetaldehyde oxidase	86.669	0	2641	NA	GO:0003824;GO:0005506;GO:0009055;GO:0016491;GO:0046872;GO:0050660;GO:0051536;GO:0055114	IPR000674;IPR001041;IPR002346;IPR002888;IPR005107;IPR006058;IPR008274;IPR012675;IPR016166;IPR016169;IPR016208
GSBRNA2T00001312001	1.910897483	4.48e-09	CDY09096	BnaA02g05220D	supercontig:AST_PRJEB5043_v1:LK031993:72032:74785:1	BnaA02g05220D protein	AT5G21090	LRR1	chromosome:TAIR10:5:7164560:7167351:1	Leucine-rich repeat protein 1	86.574	0	713	NA	GO:0005515	IPR001611;IPR013210;IPR025875
GSBRNA2T00001321001	2.623663409	0.003215239	CDY09103	BnaA02g05290D	supercontig:AST_PRJEB5043_v1:LK031993:106971:112541:1	BnaA02g05290D protein	AT5G21150	AGO9	chromosome:TAIR10:5:7192239:7198381:1	Protein argonaute 9	79.793	0	1916	NA	GO:0003676;GO:0005515	IPR003100;IPR003165;IPR012337;IPR014811
GSBRNA2T00001323001	-1.658863034	0.042554568	CDY09105	BnaA02g05310D	supercontig:AST_PRJEB5043_v1:LK031993:120941:123270:1	BnaA02g05310D protein	AT5G21170	AKINBETA1	chromosome:TAIR10:5:7205667:7208496:1	SNF1-related protein kinase regulatory subunit beta-1	87.955	0	928	NA	GO:0005515	IPR006828
GSBRNA2T00001331001	-2.694287229	0.032627824	CDY09111	BnaA02g05370D	supercontig:AST_PRJEB5043_v1:LK031993:150585:151865:-1	BnaA02g05370D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00001343001	-1.481587674	0.003789876	CDY09119	BnaA02g05450D	supercontig:AST_PRJEB5043_v1:LK031993:205444:207048:-1	BnaA02g05450D protein	AT5G22090	NA	chromosome:TAIR10:5:7314583:7316729:-1	Protein FAF-like, chloroplastic	79.451	0	887	NA	NA	IPR021410
GSBRNA2T00001353001	2.440470179	2.1e-05	CDY09125	BnaA02g05510D	supercontig:AST_PRJEB5043_v1:LK031993:247378:248614:-1	BnaA02g05510D protein	AT5G22250	CAF1-11	chromosome:TAIR10:5:7365477:7366799:-1	Probable CCR4-associated factor 1 homolog 11	83.541	0	739	NA	GO:0003676;GO:0005634	IPR006941;IPR012337
GSBRNA2T00001358001	2.837924837	0.00203074	CDY09130	BnaA02g05560D	supercontig:AST_PRJEB5043_v1:LK031993:264309:266305:1	BnaA02g05560D protein	AT5G22300	NIT4	chromosome:TAIR10:5:7379187:7382025:1	Bifunctional nitrilase/nitrile hydratase NIT4	86.78	0	1171	NA	GO:0006807	IPR000132;IPR003010
GSBRNA2T00001363001	-1.749526518	0.023805573	CDY09135	BnaA02g05610D	supercontig:AST_PRJEB5043_v1:LK031993:285648:286265:-1	BnaA02g05610D protein	AT5G22390	NA	chromosome:TAIR10:5:7418095:7419335:-1	Putative uncharacterized protein	83.756	4.81e-150	531	NA	NA	IPR021410
GSBRNA2T00001382001	-1.283565064	0.003734256	CDY09151	BnaA02g05770D	supercontig:AST_PRJEB5043_v1:LK031993:355548:358059:-1	BnaA02g05770D protein	AT5G22620	NA	chromosome:TAIR10:5:7517481:7520281:-1	Probable 2-carboxy-D-arabinitol-1-phosphatase	85.303	0	985	NA	GO:0003824;GO:0008152	IPR001345;IPR013078
GSBRNA2T00001383001	1.545205411	0.007751918	CDY09152	BnaA02g05780D	supercontig:AST_PRJEB5043_v1:LK031993:363508:365163:1	Arogenate dehydratase	AT5G22630	ADT5	chromosome:TAIR10:5:7524086:7526270:1	Arogenate dehydratase	85.972	0	1360	NA	GO:0004664;GO:0009094	IPR001086;IPR018528
GSBRNA2T00001429001	3.604335225	0.023774404	CDY09190	BnaA02g06160D	supercontig:AST_PRJEB5043_v1:LK031993:580990:585269:1	BnaA02g06160D protein	AT5G60700	NA	chromosome:TAIR10:5:24402129:24404956:-1	Putative uncharacterized protein	87.732	0	3238	NA	NA	NA
GSBRNA2T00001495001	-1.037426577	0.033353493	CDY09241	BnaA02g06670D	supercontig:AST_PRJEB5043_v1:LK031993:910365:910848:-1	Histone H2B	AT5G59910	HTB4	chromosome:TAIR10:5:24126877:24128162:1	Histone H2B	85.856	5.72e-118	424	80	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0046982	IPR000558;IPR007125;IPR009072
GSBRNA2T00001506001	2.95780496	0.02952908	CDY09252	BnaA02g06780D	supercontig:AST_PRJEB5043_v1:LK031993:931716:932189:-1	BnaA02g06780D protein	AT5G59820	ZAT12	chromosome:TAIR10:5:24102814:24103794:1	Zinc finger protein ZAT12	84.76	1.04e-130	466	NA	GO:0005622;GO:0008270	IPR007087;IPR015880
GSBRNA2T00001515001	4.195329095	0.000603346	CDY09259	BnaC03g62890D	supercontig:AST_PRJEB5043_v1:LK031994:64364:65923:-1	BnaC03g62890D protein	AT4G18880	HSFA4A	chromosome:TAIR10:4:10347479:10349902:-1	Heat stress transcription factor A-4a	85.39	0	634	NA	GO:0003700;GO:0005634;GO:0043565	IPR000232;IPR011991;IPR026831
GSBRNA2T00001552001	-1.987375591	0.000100011	CDY09274	BnaC03g63040D	supercontig:AST_PRJEB5043_v1:LK031994:245351:249595:-1	BnaC03g63040D protein	AT4G19120	ERD3	chromosome:TAIR10:4:10460295:10464238:-1	Probable methyltransferase PMT21	88.384	0	2124	NA	GO:0008168	IPR004159
GSBRNA2T00001590001	-3.067667821	0.051412203	CDY09292	BnaC03g63220D	supercontig:AST_PRJEB5043_v1:LK031994:483414:485195:1	BnaC03g63220D protein	AT4G19450	NA	chromosome:TAIR10:4:10606324:10609335:1	Major facilitator protein	87.784	0	821	364	NA	IPR010658;IPR016196
GSBRNA2T00001732001	-1.303989416	0.009822824	CDY17556	BnaC01g26800D	supercontig:AST_PRJEB5043_v1:LK032075:516818:518232:1	BnaC01g26800D protein	AT1G54780	TLP18.3	chromosome:TAIR10:1:20439383:20441159:1	TLP18.3	86.195	0	920	NA	NA	IPR007621
GSBRNA2T00001794001	-1.21903748	0.014961645	CDY17592	BnaA06g34110D	supercontig:AST_PRJEB5043_v1:LK032076:303:4989:-1	BnaA06g34110D protein	AT2G02480	STI	chromosome:TAIR10:2:660655:665635:1	Protein STICHEL	89.972	0	3212	1913	GO:0003677;GO:0003887;GO:0005524;GO:0006260;GO:0009360	IPR008921;IPR012763;IPR022754
GSBRNA2T00001801001	1.430048569	0.001727961	CDY17597	BnaA06g34160D	supercontig:AST_PRJEB5043_v1:LK032076:39601:42098:-1	BnaA06g34160D protein	AT2G02390	ATGSTZ1	chromosome:TAIR10:2:628730:631165:1	glutathione S-transferase zeta 1	87.832	0	752	114	GO:0003824;GO:0005515;GO:0005737;GO:0009072	IPR004045;IPR005955;IPR010987;IPR012336;IPR017933
GSBRNA2T00001803001	2.182316367	0.003513282	CDY17599	BnaA06g34180D	supercontig:AST_PRJEB5043_v1:LK032076:46041:47058:1	BnaA06g34180D protein	AT2G02360	PP2B10	chromosome:TAIR10:2:619323:620793:-1	F-box protein PP2-B10	80.552	1.4e-171	603	235	GO:0005515	IPR001810;IPR025886
GSBRNA2T00001804001	2.432767585	0.002400776	CDY17600	BnaA06g34190D	supercontig:AST_PRJEB5043_v1:LK032076:49427:50729:1	BnaA06g34190D protein	AT2G02240	MEE66	chromosome:TAIR10:2:592160:593724:-1	F-box protein At2g02240	80.4	1.42e-171	603	464	GO:0005515	IPR001810;IPR025886
GSBRNA2T00001824001	-1.084562451	0.049899423	CDY17615	BnaA06g34340D	supercontig:AST_PRJEB5043_v1:LK032076:124248:128852:-1	BnaA06g34340D protein	AT2G02070	IDD5	chromosome:TAIR10:2:505375:510781:1	Protein indeterminate-domain 5, chloroplastic	92.476	0	1170	560	GO:0003676;GO:0005622;GO:0008270	IPR007087;IPR013087;IPR015880
