Gene.ID	log2FoldChange	padj	Bnapus_gene_name	Bnapus_gene_symbol	Bnapus_position	Bnapus_description	Athaliana_gene	Athaliana_gene_symbol	Athaliana_position	Athaliana_description	pident	evalue	bitscore	top2_bitscore_diff	GO_id	INTERPRO_id
GSBRNA2T00000502001	-1.655450288	0.00021375	CDY08662	BnaC04g19710D	supercontig:AST_PRJEB5043_v1:LK031987:748993:749657:-1	BnaC04g19710D protein	AT1G02780	RPL19A	chromosome:TAIR10:1:607799:609534:-1	60S ribosomal protein L19-1	98	3.8e-17	87.9	NA	NA	NA
GSBRNA2T00000574001	1.238802006	0.043699306	CDY08691	BnaC03g54910D	supercontig:AST_PRJEB5043_v1:LK031988:315849:322157:1	BnaC03g54910D protein	AT3G44300	NIT2	chromosome:TAIR10:3:15983199:15985535:1	NIT2	84.397	0	691	447	GO:0006807	IPR000132;IPR003010
GSBRNA2T00000645001	2.036071254	0.000825224	CDY08721	BnaA06g25030D	supercontig:AST_PRJEB5043_v1:LK031989:33435:36038:-1	BnaA06g25030D protein	AT5G67480	BT4	chromosome:TAIR10:5:26930940:26932825:-1	BTB and TAZ domain protein 4	88.283	0	1182	NA	GO:0003712;GO:0004402;GO:0005515;GO:0005634;GO:0008270	IPR000197;IPR000210;IPR011333;IPR013069
GSBRNA2T00000670001	3.155671818	0.001106117	CDY08742	BnaA06g24820D	supercontig:AST_PRJEB5043_v1:LK031989:96950:97659:-1	BnaA06g24820D protein	AT5G65870	PSK5	chromosome:TAIR10:5:26351373:26352703:1	Phytosulfokines 5	87.336	6.96e-70	263	NA	GO:0005576;GO:0008083;GO:0008283	IPR009438
GSBRNA2T00000718001	-3.426750126	0.001580289	CDY08783	BnaA06g24410D	supercontig:AST_PRJEB5043_v1:LK031989:341906:344852:1	BnaA06g24410D protein	AT5G65530	NA	chromosome:TAIR10:5:26190592:26193237:-1	Protein kinase family protein	84.883	0	1297	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR013320;IPR017441;IPR020635
GSBRNA2T00000760001	-1.316976905	0.016340097	CDY08803	BnaA06g24210D	supercontig:AST_PRJEB5043_v1:LK031989:590553:592555:1	BnaA06g24210D protein	AT5G65280	GCL1	chromosome:TAIR10:5:26085593:26088277:-1	LanC-like protein GCL1	86.008	0	1369	NA	NA	IPR007822;IPR020464
GSBRNA2T00000767001	-1.23553975	0.019863914	CDY08809	BnaA06g24150D	supercontig:AST_PRJEB5043_v1:LK031989:612009:613016:-1	BnaA06g24150D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	IPR001854
GSBRNA2T00000782001	1.617210185	0.000324544	CDY08820	BnaA06g24040D	supercontig:AST_PRJEB5043_v1:LK031989:725427:728328:1	Acyl-coenzyme A oxidase	AT5G65110	ACX2	chromosome:TAIR10:5:26009521:26012684:-1	Acyl-coenzyme A oxidase 2, peroxisomal	87.033	0	2285	NA	GO:0003995;GO:0003997;GO:0005777;GO:0006631;GO:0006635;GO:0008152;GO:0050660;GO:0055114	IPR002655;IPR006090;IPR006091;IPR009075;IPR009100;IPR012258
GSBRNA2T00000806001	2.876633499	0.001291304	CDY08840	BnaA06g23840D	supercontig:AST_PRJEB5043_v1:LK031989:837279:837703:-1	BnaA06g23840D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00000809001	2.546098788	0.006986856	CDY08843	BnaA06g23810D	supercontig:AST_PRJEB5043_v1:LK031989:846912:849063:1	BnaA06g23810D protein	AT5G64870	FLOT3	chromosome:TAIR10:5:25929432:25931384:-1	Flotillin-like protein 3	88.023	0	1666	598	NA	IPR001107
GSBRNA2T00000822001	2.022192317	0.038854934	CDY08853	BnaA06g23710D	supercontig:AST_PRJEB5043_v1:LK031989:876861:879252:-1	BnaA06g23710D protein	AT5G64750	ABR1	chromosome:TAIR10:5:25891449:25893888:1	Ethylene-responsive transcription factor ABR1	82.436	0	1005	NA	GO:0003677;GO:0003700	IPR001471;IPR016177
GSBRNA2T00000930001	-3.830218061	0.039370634	CDY08910	BnaC08g11400D	supercontig:AST_PRJEB5043_v1:LK031990:464583:468213:-1	BnaC08g11400D protein	AT4G24190	HSP90-7	chromosome:TAIR10:4:12551552:12556058:-1	Endoplasmin homolog	91.828	0	2518	NA	GO:0005524;GO:0006457;GO:0006950;GO:0051082	IPR001404;IPR003594;IPR015566;IPR019805;IPR020568;IPR020575
GSBRNA2T00001024001	3.166338495	1.31e-11	CDY08970	BnaC08g12000D	supercontig:AST_PRJEB5043_v1:LK031990:907485:909002:1	BnaC08g12000D protein	AT4G25300	NA	chromosome:TAIR10:4:12945120:12946778:1	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	85.878	0	1114	63	GO:0016491;GO:0055114	IPR005123;IPR026992
GSBRNA2T00001084001	2.148912819	0.034094272	CDY08989	BnaC01g31020D	supercontig:AST_PRJEB5043_v1:LK031991:373894:375186:1	BnaC01g31020D protein	AT3G23250	MYB15	chromosome:TAIR10:3:8309209:8310910:1	Transcription factor MYB15	88.235	7.79e-174	610	NA	GO:0003677;GO:0003682	IPR001005;IPR009057;IPR017930
GSBRNA2T00001126001	-1.526265941	0.014497218	CDY09011	BnaC01g30800D	supercontig:AST_PRJEB5043_v1:LK031991:603961:607410:-1	BnaC01g30800D protein	AT3G23430	PHO1	chromosome:TAIR10:3:8387398:8393467:-1	Phosphate transporter PHO1	88.045	0	2111	NA	GO:0016021	IPR004331;IPR004342
GSBRNA2T00001127001	-2.69889054	0.000963027	CDY09012	BnaC01g30790D	supercontig:AST_PRJEB5043_v1:LK031991:607690:608896:1	BnaC01g30790D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00001128001	-2.072043369	0.018605889	CDY09013	BnaC01g30780D	supercontig:AST_PRJEB5043_v1:LK031991:608954:611841:-1	BnaC01g30780D protein	AT3G23430	PHO1	chromosome:TAIR10:3:8387398:8393467:-1	Phosphate transporter PHO1	88.401	0	680	NA	NA	IPR004331
GSBRNA2T00001179001	2.20797669	0.004288984	CDY09037	BnaC01g30540D	supercontig:AST_PRJEB5043_v1:LK031991:932176:933926:1	BnaC01g30540D protein	AT3G23600	NA	chromosome:TAIR10:3:8473627:8476024:1	AT3g23600/MDB19_9	85.833	0	765	NA	GO:0016787	IPR002925
GSBRNA2T00001302001	2.414727595	0.004929045	CDY09091	BnaA02g05170D	supercontig:AST_PRJEB5043_v1:LK031993:25765:33089:1	BnaA02g05170D protein	AT5G20960	AAO1	chromosome:TAIR10:5:7116687:7122774:1	Indole-3-acetaldehyde oxidase	86.669	0	2641	NA	GO:0003824;GO:0005506;GO:0009055;GO:0016491;GO:0046872;GO:0050660;GO:0051536;GO:0055114	IPR000674;IPR001041;IPR002346;IPR002888;IPR005107;IPR006058;IPR008274;IPR012675;IPR016166;IPR016169;IPR016208
GSBRNA2T00001312001	1.298132163	0.019073845	CDY09096	BnaA02g05220D	supercontig:AST_PRJEB5043_v1:LK031993:72032:74785:1	BnaA02g05220D protein	AT5G21090	LRR1	chromosome:TAIR10:5:7164560:7167351:1	Leucine-rich repeat protein 1	86.574	0	713	NA	GO:0005515	IPR001611;IPR013210;IPR025875
GSBRNA2T00001315001	2.405089446	0.000367812	CDY09098	BnaA02g05240D	supercontig:AST_PRJEB5043_v1:LK031993:85106:89034:1	BnaA02g05240D protein	AT5G21105	NA	chromosome:TAIR10:5:7172604:7177985:1	L-ascorbate oxidase	86.88	0	1906	1067	GO:0005507;GO:0005576;GO:0016491;GO:0055114	IPR001117;IPR002355;IPR008972;IPR011706;IPR011707;IPR017760
GSBRNA2T00001321001	2.194264055	0.001534785	CDY09103	BnaA02g05290D	supercontig:AST_PRJEB5043_v1:LK031993:106971:112541:1	BnaA02g05290D protein	AT5G21150	AGO9	chromosome:TAIR10:5:7192239:7198381:1	Protein argonaute 9	79.793	0	1916	NA	GO:0003676;GO:0005515	IPR003100;IPR003165;IPR012337;IPR014811
GSBRNA2T00001337001	1.261696901	0.03306646	CDY09115	BnaA02g05410D	supercontig:AST_PRJEB5043_v1:LK031993:184591:187256:1	BnaA02g05410D protein	AT5G22000	RHF2A	chromosome:TAIR10:5:7277182:7280344:1	E3 ubiquitin-protein ligase RHF2A	87.856	0	767	NA	GO:0005515;GO:0008270	IPR001841;IPR013083
GSBRNA2T00001368001	-0.98430866	0.027522748	CDY09140	BnaA02g05660D	supercontig:AST_PRJEB5043_v1:LK031993:302556:304999:-1	BnaA02g05660D protein	AT5G22440	RPL10AC	chromosome:TAIR10:5:7435065:7436769:-1	60S ribosomal protein L10a-3	88.408	0	765	NA	GO:0003723;GO:0003735;GO:0005622;GO:0006412;GO:0015934	IPR002143;IPR016094;IPR016095;IPR023674
GSBRNA2T00001383001	1.524936435	0.016866466	CDY09152	BnaA02g05780D	supercontig:AST_PRJEB5043_v1:LK031993:363508:365163:1	Arogenate dehydratase	AT5G22630	ADT5	chromosome:TAIR10:5:7524086:7526270:1	Arogenate dehydratase	85.972	0	1360	NA	GO:0004664;GO:0009094	IPR001086;IPR018528
GSBRNA2T00001407001	-2.594284447	0.031871912	CDY09174	BnaA02g06000D	supercontig:AST_PRJEB5043_v1:LK031993:477058:480098:-1	BnaA02g06000D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0006508;GO:0008236	IPR008758
GSBRNA2T00001506001	2.793922169	0.000325614	CDY09252	BnaA02g06780D	supercontig:AST_PRJEB5043_v1:LK031993:931716:932189:-1	BnaA02g06780D protein	AT5G59820	ZAT12	chromosome:TAIR10:5:24102814:24103794:1	Zinc finger protein ZAT12	84.76	1.04e-130	466	NA	GO:0005622;GO:0008270	IPR007087;IPR015880
GSBRNA2T00001515001	2.24296169	0.008198467	CDY09259	BnaC03g62890D	supercontig:AST_PRJEB5043_v1:LK031994:64364:65923:-1	BnaC03g62890D protein	AT4G18880	HSFA4A	chromosome:TAIR10:4:10347479:10349902:-1	Heat stress transcription factor A-4a	85.39	0	634	NA	GO:0003700;GO:0005634;GO:0043565	IPR000232;IPR011991;IPR026831
GSBRNA2T00001552001	-2.010382195	0.025211593	CDY09274	BnaC03g63040D	supercontig:AST_PRJEB5043_v1:LK031994:245351:249595:-1	BnaC03g63040D protein	AT4G19120	ERD3	chromosome:TAIR10:4:10460295:10464238:-1	Probable methyltransferase PMT21	88.384	0	2124	NA	GO:0008168	IPR004159
GSBRNA2T00001566001	1.10479184	0.024016026	CDY09281	BnaC03g63110D	supercontig:AST_PRJEB5043_v1:LK031994:336633:338543:1	BnaC03g63110D protein	AT4G19200	NA	chromosome:TAIR10:4:10498748:10500809:1	At4g19200	79.159	5.9e-94	344	NA	NA	NA
GSBRNA2T00001741001	4.811738004	1.65e-05	CDY17561	BnaC01g26850D	supercontig:AST_PRJEB5043_v1:LK032075:609058:611156:-1	BnaC01g26850D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00001801001	0.898157661	0.048876782	CDY17597	BnaA06g34160D	supercontig:AST_PRJEB5043_v1:LK032076:39601:42098:-1	BnaA06g34160D protein	AT2G02390	ATGSTZ1	chromosome:TAIR10:2:628730:631165:1	glutathione S-transferase zeta 1	87.832	0	752	114	GO:0003824;GO:0005515;GO:0005737;GO:0009072	IPR004045;IPR005955;IPR010987;IPR012336;IPR017933
GSBRNA2T00001802001	1.346944054	0.016968697	CDY17598	BnaA06g34170D	supercontig:AST_PRJEB5043_v1:LK032076:42515:44239:-1	BnaA06g34170D protein	AT2G02370	NA	chromosome:TAIR10:2:621180:623285:1	At2g02370/T16F16.16	86.538	0	1014	NA	NA	IPR015414
GSBRNA2T00001821001	-2.389886924	4.35e-05	CDY17613	BnaA06g34320D	supercontig:AST_PRJEB5043_v1:LK032076:102036:102941:-1	BnaA06g34320D protein	AT2G02100	PDF2.2	chromosome:TAIR10:2:528179:529186:1	PDF2.2	91.453	1.12e-87	322	NA	GO:0006952	IPR003614;IPR008176;IPR008177
GSBRNA2T00001826001	2.433588907	0.045921114	CDY17617	BnaA06g34360D	supercontig:AST_PRJEB5043_v1:LK032076:135970:138594:-1	BnaA06g34360D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003677;GO:0003682	IPR001005;IPR006447;IPR009057;IPR017930
GSBRNA2T00001901001	1.894914935	0.015409547	CDY17681	BnaA06g35000D	supercontig:AST_PRJEB5043_v1:LK032076:564986:566289:-1	BnaA06g35000D protein	AT2G01340	At17.1	chromosome:TAIR10:2:163954:165290:1	At2g01340	82.982	8.31e-163	573	NA	NA	IPR025322
GSBRNA2T00001906001	-0.99952818	0.037038739	CDY17686	BnaA06g35050D	supercontig:AST_PRJEB5043_v1:LK032076:581197:582623:1	BnaA06g35050D protein	AT2G01250	RPL7B	chromosome:TAIR10:2:132578:134455:-1	60S ribosomal protein L7-2	91.221	0	992	330	NA	IPR005998;IPR012988;IPR016082;IPR018038
GSBRNA2T00001934001	2.373061125	0.016509183	CDY17709	BnaA06g35280D	supercontig:AST_PRJEB5043_v1:LK032076:682943:683934:-1	BnaA06g35280D protein	AT5G47740	NA	chromosome:TAIR10:5:19338511:19339775:1	Adenine nucleotide alpha hydrolases-like superfamily protein	84.375	0	710	NA	GO:0006950	IPR006016;IPR014729
GSBRNA2T00002000001	1.11546719	0.043362653	CDY17756	BnaC08g21640D	supercontig:AST_PRJEB5043_v1:LK032077:380662:381327:1	BnaC08g21640D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003677;GO:0003700	IPR001471;IPR016177
GSBRNA2T00002072001	-3.16920115	0.007262736	CDY17799	BnaC08g04130D	supercontig:AST_PRJEB5043_v1:LK032078:50453:60073:1	BnaC08g04130D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00002196001	1.372750731	0.004984899	CDY17860	BnaC04g03590D	supercontig:AST_PRJEB5043_v1:LK032079:128781:131920:1	BnaC04g03590D protein	AT2G44280	NA	chromosome:TAIR10:2:18301315:18304627:-1	AT3g60070/T2O9_50	87.437	0	1592	NA	NA	IPR016196
GSBRNA2T00002215001	-3.523746243	0.004920801	CDY17875	BnaC04g03440D	supercontig:AST_PRJEB5043_v1:LK032079:250903:253160:-1	BnaC04g03440D protein	AT2G44220	NA	chromosome:TAIR10:2:18283789:18285837:1	Protein of Unknown Function (DUF239)	86.326	0	1315	742	NA	IPR004314;IPR025521
GSBRNA2T00002219001	1.518051808	0.009679338	CDY17879	BnaC04g03400D	supercontig:AST_PRJEB5043_v1:LK032079:272281:275052:-1	Methylenetetrahydrofolate reductase	AT2G44160	MTHFR2	chromosome:TAIR10:2:18262189:18265346:1	Methylenetetrahydrofolate reductase 2	89.412	0	2250	493	GO:0004489;GO:0006555;GO:0055114	IPR003171;IPR004621
GSBRNA2T00002227001	-1.128444712	0.005772073	CDY17884	BnaC04g03350D	supercontig:AST_PRJEB5043_v1:LK032079:312345:313973:1	BnaC04g03350D protein	AT2G44120	NA	chromosome:TAIR10:2:18248830:18251156:-1	60S ribosomal protein L7-3	90.535	0	965	318	NA	IPR005998;IPR012988;IPR016082;IPR018038
GSBRNA2T00002263001	-1.361614091	0.003117162	CDY17916	BnaC04g03030D	supercontig:AST_PRJEB5043_v1:LK032079:448019:450809:-1	Acyl-[acyl-carrier-protein] desaturase	AT2G43710	FAB2	chromosome:TAIR10:2:18119962:18122889:1	Stearoyl-[acyl-carrier-protein] 9-desaturase 7, chloroplastic	86.65	0	1327	807	GO:0006631;GO:0006633;GO:0016491;GO:0045300;GO:0046914;GO:0055114	IPR005067;IPR005803;IPR009078;IPR012348
GSBRNA2T00002270001	2.59444785	6.23e-05	CDY17921	BnaC04g02980D	supercontig:AST_PRJEB5043_v1:LK032079:567826:571290:-1	BnaC04g02980D protein	AT2G43500	NA	chromosome:TAIR10:2:18061716:18066692:1	Plant regulator RWP-RK family protein	90.462	3.31e-127	457	104	GO:0005515	IPR000270;IPR003035
GSBRNA2T00002334001	-2.681045356	0.04398576	CDY17965	BnaC03g30370D	supercontig:AST_PRJEB5043_v1:LK032080:197402:199016:-1	BnaC03g30370D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0016491;GO:0055114	IPR005123;IPR026992
GSBRNA2T00002358001	1.030222646	0.050310104	CDY17983	BnaC03g30550D	supercontig:AST_PRJEB5043_v1:LK032080:330097:333081:-1	BnaC03g30550D protein	AT4G02880	NA	chromosome:TAIR10:4:1274465:1278718:1	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G03290.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eu /.../es - 2996 (source: NCBI BLink).	81.947	0	1031	NA	NA	NA
GSBRNA2T00002370001	-2.170236627	0.05013291	CDY17990	BnaC03g30620D	supercontig:AST_PRJEB5043_v1:LK032080:377361:378360:-1	BnaC03g30620D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00002383001	-1.079790808	0.039203579	CDY18000	BnaC03g30720D	supercontig:AST_PRJEB5043_v1:LK032080:459035:460324:1	BnaC03g30720D protein	AT1G56220	NA	chromosome:TAIR10:1:21043348:21044758:1	Dormancy/auxin associated family protein	85.024	1.9e-112	405	NA	NA	IPR008406
GSBRNA2T00002488001	-1.376309963	0.026268267	CDY18049	BnaC07g04210D	supercontig:AST_PRJEB5043_v1:LK032081:395903:398152:-1	BnaC07g04210D protein	AT2G05790	NA	chromosome:TAIR10:2:2199151:2201603:1	O-glycosyl hydrolases family 17 protein	84.412	0	994	NA	GO:0003824;GO:0005975	IPR000490;IPR012946;IPR013781;IPR017853
GSBRNA2T00002533001	-3.15825437	0.000392894	CDY18060	BnaA01g23210D	supercontig:AST_PRJEB5043_v1:LK032082:35733:36590:1	Dirigent protein	AT3G24020	DIR16	chromosome:TAIR10:3:8678678:8679656:1	Dirigent protein	91.355	1.49e-165	582	303	NA	IPR004265
GSBRNA2T00002613001	2.541796137	6.23e-05	CDY18109	BnaA01g23700D	supercontig:AST_PRJEB5043_v1:LK032082:532089:533935:-1	BnaA01g23700D protein	AT3G23600	NA	chromosome:TAIR10:3:8473627:8476024:1	AT3g23600/MDB19_9	86.6	0	660	NA	GO:0016787	IPR002925
GSBRNA2T00002614001	1.755162977	0.016265803	CDY18110	BnaA01g23710D	supercontig:AST_PRJEB5043_v1:LK032082:535844:542016:-1	Non-lysosomal glucosylceramidase	AT3G24180	NA	chromosome:TAIR10:3:8734611:8741819:-1	Non-lysosomal glucosylceramidase	90.552	0	1988	NA	GO:0003824;GO:0004348;GO:0006665;GO:0006680;GO:0016020;GO:0016021	IPR006775;IPR008928;IPR012341;IPR014551;IPR024462
GSBRNA2T00002624001	1.531699103	0.045429219	CDY18116	BnaA01g23770D	supercontig:AST_PRJEB5043_v1:LK032082:571363:573721:1	Protein DETOXIFICATION	AT3G23560	DTX19	chromosome:TAIR10:3:8453903:8456708:-1	Protein DETOXIFICATION 19	88.085	0	1664	96	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085	IPR002528
GSBRNA2T00002639001	-1.896077191	0.006417484	CDY18123	BnaA01g23840D	supercontig:AST_PRJEB5043_v1:LK032082:686676:693595:1	BnaA01g23840D protein	AT3G23430	PHO1	chromosome:TAIR10:3:8387398:8393467:-1	Phosphate transporter PHO1	88.126	0	1402	NA	GO:0016021	IPR004331;IPR004342
GSBRNA2T00002658001	-3.101841716	0.006970903	CDY18136	BnaC05g01590D	supercontig:AST_PRJEB5043_v1:LK032083:23251:25671:-1	BnaC05g01590D protein	AT1G02950	ATGSTF4	chromosome:TAIR10:1:665119:666471:-1	glutathione S-transferase F4	87.675	0	832	NA	GO:0005515	IPR004045;IPR004046;IPR010987;IPR012336;IPR017933
GSBRNA2T00002701001	-1.264695222	0.049448279	CDY18175	BnaC05g01980D	supercontig:AST_PRJEB5043_v1:LK032083:163381:165332:1	BnaC05g01980D protein	AT1G03630	PORC	chromosome:TAIR10:1:907523:909650:1	PORC	88.806	0	1476	NA	GO:0000166;GO:0008152;GO:0016491;GO:0016630;GO:0055114	IPR002198;IPR002347;IPR005979;IPR016040
GSBRNA2T00002720001	-2.625520102	4.04e-06	CDY18192	BnaC05g02150D	supercontig:AST_PRJEB5043_v1:LK032083:234173:235038:-1	BnaC05g02150D protein	AT1G03870	FLA9	chromosome:TAIR10:1:982381:983544:-1	At1g03870	84.329	0	728	NA	NA	IPR000782
GSBRNA2T00002743001	-3.892898659	0.002433319	CDY18214	BnaC05g02370D	supercontig:AST_PRJEB5043_v1:LK032083:365101:366825:1	Auxin-responsive protein	AT1G04250	IAA17	chromosome:TAIR10:1:1136078:1138663:1	Auxin-responsive protein	85.797	0	717	643.9	GO:0005634;GO:0046983	IPR003311;IPR011525
GSBRNA2T00002770001	-1.895821475	0.016877636	CDY18240	BnaC05g02630D	supercontig:AST_PRJEB5043_v1:LK032083:476158:478432:1	BnaC05g02630D protein	AT1G04520	CRRSP3	chromosome:TAIR10:1:1231452:1234032:1	Cysteine-rich repeat secretory protein 3	87.16	0	1027	NA	NA	IPR002902
GSBRNA2T00002777001	1.442550865	0.013358589	CDY18247	BnaC05g02700D	supercontig:AST_PRJEB5043_v1:LK032083:499122:504360:-1	BnaC05g02700D protein	AT1G04580	AAO4	chromosome:TAIR10:1:1252005:1257893:-1	Benzaldehyde dehydrogenase (NAD(+))	89.013	0	4963	4904.6	GO:0003824;GO:0005506;GO:0009055;GO:0016491;GO:0046872;GO:0050660;GO:0051536;GO:0055114	IPR000674;IPR001041;IPR002346;IPR002888;IPR005107;IPR006058;IPR008274;IPR012675;IPR016166;IPR016169;IPR016208
GSBRNA2T00002819001	3.096124031	0.053427567	CDY18284	BnaC05g03070D	supercontig:AST_PRJEB5043_v1:LK032083:673066:678216:-1	BnaC05g03070D protein	AT1G05030	NA	chromosome:TAIR10:1:1438089:1441933:-1	Probable plastidic glucose transporter 1	93.182	6.34e-29	130	NA	GO:0005515	IPR001611;IPR003591;IPR025875
GSBRNA2T00002989001	1.03479634	0.029150221	CDY51229	BnaA03g07090D	supercontig:AST_PRJEB5043_v1:LK032977:25087:27230:1	Anamorsin homolog	AT5G18400	NA	chromosome:TAIR10:5:6092682:6094987:-1	Anamorsin homolog	87.392	0	922	NA	NA	IPR007785
GSBRNA2T00002992001	-0.803516047	0.044649849	CDY51232	BnaA03g07060D	supercontig:AST_PRJEB5043_v1:LK032977:29304:30012:1	BnaA03g07060D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	IPR000754;IPR014721;IPR020568;IPR020574
GSBRNA2T00003082001	1.182489463	0.001753508	CDY51286	BnaA10g11620D	supercontig:AST_PRJEB5043_v1:LK032981:90135:93705:-1	BnaA10g11620D protein	AT5G57710	SMAX1	chromosome:TAIR10:5:23384255:23388465:1	Protein SUPPRESSOR OF MAX2 1	81.027	0	1764	NA	GO:0019538	IPR004176;IPR023150
GSBRNA2T00003091001	-1.775285423	0.007713923	CDY51290	BnaA06g23560D	supercontig:AST_PRJEB5043_v1:LK032982:29085:32370:1	BnaA06g23560D protein	AT5G64570	BXL4	chromosome:TAIR10:5:25810817:25813620:-1	Beta-D-xylosidase 4	87.638	0	2721	1430	GO:0005975	IPR001764;IPR002772;IPR017853;IPR026891;IPR026892
