Gene.ID	log2FoldChange	padj	Bnapus_gene_name	Bnapus_gene_symbol	Bnapus_position	Bnapus_description	Athaliana_gene	Athaliana_gene_symbol	Athaliana_position	Athaliana_description	pident	evalue	bitscore	top2_bitscore_diff	GO_id	INTERPRO_id
GSBRNA2T00000167001	4.637430677	0.002355053	CDY08413	BnaA05g26490D	supercontig:AST_PRJEB5043_v1:LK031986:101624:103557:-1	BnaA05g26490D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0004190;GO:0006508	IPR001461;IPR001969;IPR021109
GSBRNA2T00000188001	5.094252049	2.95e-16	CDY08428	BnaA05g26640D	supercontig:AST_PRJEB5043_v1:LK031986:154916:156621:1	BnaA05g26640D protein	AT3G12500	CHI-B	chromosome:TAIR10:3:3962136:3963984:-1	Basic endochitinase B	86.887	0	1046	NA	GO:0004568;GO:0005975;GO:0006032;GO:0008061;GO:0016998	IPR000726;IPR001002;IPR016283;IPR018371;IPR023346
GSBRNA2T00000191001	1.733503345	0.015911595	CDY08430	BnaA05g26660D	supercontig:AST_PRJEB5043_v1:LK031986:161447:162607:1	Cysteine proteinase inhibitor	AT3G12490	CYS6	chromosome:TAIR10:3:3960802:3961911:-1	Cysteine proteinase inhibitor 6	86.555	0	771	NA	GO:0004869	IPR000010;IPR018073;IPR020381;IPR027214
GSBRNA2T00000198001	-1.559314568	0.009810732	CDY08437	BnaA05g26730D	supercontig:AST_PRJEB5043_v1:LK031986:178615:179382:1	BnaA05g26730D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00000247001	-1.66693501	0.010901399	CDY08479	BnaA05g27150D	supercontig:AST_PRJEB5043_v1:LK031986:340569:343262:1	BnaA05g27150D protein	AT3G11945	PDS2	chromosome:TAIR10:3:3779839:3782981:-1	Homogentisate prenyltransferase	89.983	0	1498	NA	GO:0004659;GO:0016021	IPR000537
GSBRNA2T00000257001	5.596759533	0.000746062	CDY08487	BnaA05g27230D	supercontig:AST_PRJEB5043_v1:LK031986:387004:389390:-1	BnaA05g27230D protein	AT3G11900	ANT1	chromosome:TAIR10:3:3758452:3760378:1	Amino acid transporter ANT1	89.204	0	1144	NA	NA	IPR013057
GSBRNA2T00000261001	3.191257782	0.000274071	CDY08490	BnaA05g27260D	supercontig:AST_PRJEB5043_v1:LK031986:399827:401612:1	RING-type E3 ubiquitin transferase	AT3G11840	PUB24	chromosome:TAIR10:3:3736578:3738208:-1	E3 ubiquitin-protein ligase PUB24	84.768	0	745	NA	GO:0000151;GO:0004842;GO:0005488;GO:0016567	IPR003613;IPR011989;IPR013083;IPR016024
GSBRNA2T00000263001	1.820336099	0.015953618	CDY08492	BnaA05g27280D	supercontig:AST_PRJEB5043_v1:LK031986:407849:409464:1	BnaA05g27280D protein	AT3G11820	SYP121	chromosome:TAIR10:3:3729305:3731251:-1	SYR1	85.87	0	965	NA	GO:0005484;GO:0005515;GO:0006886;GO:0016020;GO:0016192	IPR000727;IPR006011;IPR006012;IPR010989
GSBRNA2T00000267001	1.12964781	0.035985346	CDY08494	BnaA05g27300D	supercontig:AST_PRJEB5043_v1:LK031986:416192:417710:-1	BnaA05g27300D protein	AT3G11800	NA	chromosome:TAIR10:3:3725989:3727741:1	Expp1 protein	87.231	0	839	NA	NA	NA
GSBRNA2T00000275001	-2.416550407	6.88e-10	CDY08502	BnaA05g27380D	supercontig:AST_PRJEB5043_v1:LK031986:436071:438492:-1	BnaA05g27380D protein	AT3G11700	FLA18	chromosome:TAIR10:3:3698658:3701514:1	FLA18	86.681	0	1524	382	NA	IPR000782
GSBRNA2T00000279001	-1.06671859	0.010283982	CDY08505	BnaA05g27410D	supercontig:AST_PRJEB5043_v1:LK031986:460823:464567:-1	BnaA05g27410D protein	AT3G11670	DGD1	chromosome:TAIR10:3:3680866:3684871:-1	DGD1	89.034	0	2909	NA	GO:0009058	IPR001296
GSBRNA2T00000282001	-2.832221967	7.11e-12	CDY08508	BnaA05g27440D	supercontig:AST_PRJEB5043_v1:LK031986:483392:484941:-1	BnaA05g27440D protein	AT3G11630	BAS1	chromosome:TAIR10:3:3672036:3674159:1	2-Cys peroxiredoxin BAS1, chloroplastic	87.688	0	911	244	GO:0016209;GO:0016491;GO:0051920;GO:0055114	IPR000866;IPR012336;IPR019479
GSBRNA2T00000285001	-1.694747913	0.009184098	CDY08511	BnaA05g27470D	supercontig:AST_PRJEB5043_v1:LK031986:492773:496023:-1	BnaA05g27470D protein	AT3G11590	NA	chromosome:TAIR10:3:3661164:3663537:1	At3g11590/F24K9_26	83.157	0	1664	NA	NA	NA
GSBRNA2T00000307001	2.053707206	0.000318942	CDY08529	BnaA05g27650D	supercontig:AST_PRJEB5043_v1:LK031986:578926:581661:-1	BnaA05g27650D protein	AT3G11420	NA	chromosome:TAIR10:3:3591251:3594589:1	At3g11420	85.512	0	1546	1483.9	NA	IPR006740
GSBRNA2T00000310001	1.352253018	0.006389235	CDY08530	BnaA05g27660D	supercontig:AST_PRJEB5043_v1:LK031986:591377:593074:1	BnaA05g27660D protein	AT3G11410	PP2CA	chromosome:TAIR10:3:3583782:3585850:-1	Protein phosphatase 2C 37	80.407	0	669	NA	GO:0003824;GO:0004722;GO:0006470	IPR000222;IPR001932;IPR015655
GSBRNA2T00000312001	0.928247812	0.033272533	CDY08532	BnaA05g27680D	supercontig:AST_PRJEB5043_v1:LK031986:598114:600009:-1	PRA1 family protein	AT3G11397	PRA1A3	chromosome:TAIR10:3:3576017:3578082:1	PRA1 family protein A3	90.159	0	821	228	NA	IPR004895
GSBRNA2T00000316001	1.424615168	0.011902677	CDY08536	BnaA05g27720D	supercontig:AST_PRJEB5043_v1:LK031986:613933:615847:1	BnaA05g27720D protein	AT3G11320	NA	chromosome:TAIR10:3:3546276:3548877:-1	Probable sugar phosphate/phosphate translocator At3g11320	88.646	0	1116	NA	GO:0016020	IPR000620;IPR004853
GSBRNA2T00000321001	1.115854959	0.013959933	CDY08540	BnaA05g27760D	supercontig:AST_PRJEB5043_v1:LK031986:637113:639511:1	Arginyl-tRNA--protein transferase	AT3G11240	ATE2	chromosome:TAIR10:3:3518484:3520352:-1	Arginyl-tRNA--protein transferase 2	84.488	0	1461	NA	GO:0004057;GO:0016598	IPR007471;IPR007472;IPR016181;IPR017137
GSBRNA2T00000330001	-2.073997851	2.18e-08	CDY08548	BnaA05g27840D	supercontig:AST_PRJEB5043_v1:LK031986:668204:670700:-1	BnaA05g27840D protein	AT3G11170	FAD7	chromosome:TAIR10:3:3499537:3502452:1	sn-2 acyl-lipid omega-3 desaturase (ferredoxin), chloroplastic	91.805	0	1513	399	GO:0006629;GO:0055114	IPR005804;IPR021863
GSBRNA2T00000340001	3.341773776	0.000682955	CDY08557	BnaA05g27930D	supercontig:AST_PRJEB5043_v1:LK031986:701732:702676:-1	BnaA05g27930D protein	AT2G40340	DREB2C	chromosome:TAIR10:2:16848160:16850487:-1	Integrase-type DNA-binding superfamily protein	80.153	4.16e-18	93.5	14.8	GO:0003677;GO:0003700	IPR001471;IPR016177
GSBRNA2T00000348001	-2.366696186	0.001454242	CDY08562	BnaA05g27980D	supercontig:AST_PRJEB5043_v1:LK031986:740956:742576:1	BnaA05g27980D protein	AT3G10940	LSF2	chromosome:TAIR10:3:3422034:3423455:-1	Phosphoglucan phosphatase LSF2, chloroplastic	86.014	0	894	NA	GO:0006470;GO:0008138;GO:0016311;GO:0016791	IPR000340;IPR000387;IPR020422;IPR024950
GSBRNA2T00000366001	3.280515684	0.000188076	CDY08576	BnaA05g28120D	supercontig:AST_PRJEB5043_v1:LK031986:775122:776148:1	BnaA05g28120D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005515;GO:0008270	IPR001841;IPR013083
GSBRNA2T00000396001	1.85332905	2.53e-06	CDY08603	BnaA05g28390D	supercontig:AST_PRJEB5043_v1:LK031986:876796:879505:-1	BnaA05g28390D protein	AT3G10450	SCPL7	chromosome:TAIR10:3:3249526:3252582:1	SCPL7	86.821	0	1382	286	GO:0004185;GO:0006508	IPR001563
GSBRNA2T00000403001	1.942153258	1.04e-05	CDY08609	BnaA05g28450D	supercontig:AST_PRJEB5043_v1:LK031986:909720:912907:-1	Glycerol-3-phosphate dehydrogenase	AT3G10370	SDP6	chromosome:TAIR10:3:3216339:3219270:1	Glycerol-3-phosphate dehydrogenase SDP6, mitochondrial	90.271	0	2457	NA	GO:0004368;GO:0006072;GO:0009331;GO:0016491;GO:0055114	IPR000447;IPR006076
GSBRNA2T00000406001	5.793514294	2.21e-06	CDY08612	BnaA05g28480D	supercontig:AST_PRJEB5043_v1:LK031986:926625:928552:1	BnaA05g28480D protein	AT3G10320	NA	chromosome:TAIR10:3:3195314:3197457:-1	F14P13.8 protein	86.085	0	1343	NA	NA	IPR007657
GSBRNA2T00000410001	-1.067393	0.023413671	CDY08615	BnaA05g28510D	supercontig:AST_PRJEB5043_v1:LK031986:941071:947425:1	DNA gyrase subunit B	AT3G10270	GYRB1	chromosome:TAIR10:3:3173805:3179726:-1	DNA gyrase subunit B	92.273	0	3107	1025	GO:0003677;GO:0003918;GO:0005524;GO:0005694;GO:0006265	IPR000565;IPR001241;IPR002288;IPR003594;IPR006171;IPR011557;IPR013506;IPR013759;IPR013760;IPR014721;IPR018522;IPR020568
GSBRNA2T00000413001	-1.029587252	0.047586329	CDY08618	BnaA05g28540D	supercontig:AST_PRJEB5043_v1:LK031986:952722:955469:1	BnaA05g28540D protein	AT3G10230	LCY1	chromosome:TAIR10:3:3164075:3166038:-1	Lycopene beta cyclase, chloroplastic	83.875	0	1413	NA	GO:0016117	IPR008671;IPR010108
GSBRNA2T00000453001	6.11356775	1.54e-16	CDY08634	BnaC04g19430D	supercontig:AST_PRJEB5043_v1:LK031987:270917:273638:-1	BnaC04g19430D protein	AT1G62300	WRKY6	chromosome:TAIR10:1:23016569:23019494:-1	Putative uncharacterized protein At1g62300	82.081	0	712	NA	GO:0003700;GO:0043565	IPR003657
GSBRNA2T00000476001	4.046210034	1.98e-09	CDY08650	BnaC04g19590D	supercontig:AST_PRJEB5043_v1:LK031987:459806:460441:1	BnaC04g19590D protein	AT4G22250	NA	chromosome:TAIR10:4:11767455:11768563:-1	Putative uncharacterized protein At4g22250	88.618	5.83e-35	148	NA	GO:0005515;GO:0008270	IPR001841;IPR013083
GSBRNA2T00000498001	3.216993164	0.008574231	CDY08660	BnaC04g19690D	supercontig:AST_PRJEB5043_v1:LK031987:654300:655226:-1	BnaC04g19690D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005507;GO:0009055	IPR003245;IPR008972
GSBRNA2T00000539001	-1.271757552	0.03878728	CDY08680	BnaC04g19890D	supercontig:AST_PRJEB5043_v1:LK031987:945545:946292:-1	BnaC04g19890D protein	AT1G62515	NA	chromosome:TAIR10:1:23136720:23137413:1	Transmembrane protein	88.333	4.8e-34	145	0	NA	IPR016140
GSBRNA2T00000574001	1.100161883	0.043777622	CDY08691	BnaC03g54910D	supercontig:AST_PRJEB5043_v1:LK031988:315849:322157:1	BnaC03g54910D protein	AT3G44300	NIT2	chromosome:TAIR10:3:15983199:15985535:1	NIT2	84.397	0	691	447	GO:0006807	IPR000132;IPR003010
GSBRNA2T00000639001	-1.156795047	0.023170122	CDY08716	BnaC03g54660D	supercontig:AST_PRJEB5043_v1:LK031988:959597:961114:1	BnaC03g54660D protein	AT3G44620	NA	chromosome:TAIR10:3:16193829:16195833:1	Protein-tyrosine phosphatase	84.255	0	669	517	GO:0004725;GO:0006470	IPR000106;IPR017867;IPR023485
GSBRNA2T00000642001	2.183134124	0.036976739	CDY08718	BnaA06g25060D	supercontig:AST_PRJEB5043_v1:LK031989:23755:24815:-1	BnaA06g25060D protein	AT5G67450	AZF1	chromosome:TAIR10:5:26918765:26920179:-1	ZF1	82.656	3.28e-177	621	NA	GO:0005622;GO:0008270	IPR007087;IPR015880
GSBRNA2T00000645001	3.073994919	8.73e-09	CDY08721	BnaA06g25030D	supercontig:AST_PRJEB5043_v1:LK031989:33435:36038:-1	BnaA06g25030D protein	AT5G67480	BT4	chromosome:TAIR10:5:26930940:26932825:-1	BTB and TAZ domain protein 4	88.283	0	1182	NA	GO:0003712;GO:0004402;GO:0005515;GO:0005634;GO:0008270	IPR000197;IPR000210;IPR011333;IPR013069
GSBRNA2T00000647001	-0.965795032	0.020589186	CDY08723	BnaA06g25010D	supercontig:AST_PRJEB5043_v1:LK031989:37828:39604:1	BnaA06g25010D protein	AT5G67500	VDAC2	chromosome:TAIR10:5:26935075:26937483:1	voltage dependent anion channel 2	90.024	0	1075	NA	GO:0005741;GO:0055085	IPR023614;IPR027246
GSBRNA2T00000648001	-1.774914676	6.67e-05	CDY08724	BnaA06g25000D	supercontig:AST_PRJEB5043_v1:LK031989:39994:41519:1	Adenylyl-sulfate kinase	AT5G67520	APK4	chromosome:TAIR10:5:26939159:26940434:1	Adenylyl-sulfate kinase 4, chloroplastic	86.025	0	682	NA	GO:0000103;GO:0004020;GO:0005524	IPR002891
GSBRNA2T00000668001	-2.98852374	2.48e-06	CDY08741	BnaA06g24830D	supercontig:AST_PRJEB5043_v1:LK031989:85454:87537:-1	BnaA06g24830D protein	AT5G65890	ACR1	chromosome:TAIR10:5:26354853:26357866:1	ACT domain-containing protein ACR1	87.824	0	1670	NA	GO:0008152;GO:0016597	IPR002912
GSBRNA2T00000687001	-4.750239242	0.010687758	CDY08756	BnaA06g24680D	supercontig:AST_PRJEB5043_v1:LK031989:190663:192232:-1	Xyloglucan endotransglucosylase/hydrolase	AT5G65730	XTH6	chromosome:TAIR10:5:26298728:26300529:1	Xyloglucan endotransglucosylase/hydrolase	90.107	0	1088	701	GO:0005618;GO:0005975;GO:0006073;GO:0016762;GO:0048046	IPR000757;IPR008263;IPR008985;IPR010713;IPR013320;IPR016455
GSBRNA2T00000694001	5.349378946	2.96e-05	CDY08763	BnaA06g24610D	supercontig:AST_PRJEB5043_v1:LK031989:219364:221220:-1	BnaA06g24610D protein	AT5G65690	PCK2	chromosome:TAIR10:5:26266180:26269687:1	phosphoenolpyruvate carboxykinase 2	89.849	0	937	NA	GO:0004611;GO:0004612;GO:0005524;GO:0006094;GO:0017076	IPR001272;IPR013035
GSBRNA2T00000695001	6.112430859	3.99e-22	CDY08764	BnaA06g24600D	supercontig:AST_PRJEB5043_v1:LK031989:221307:224261:-1	BnaA06g24600D protein	AT5G65690	PCK2	chromosome:TAIR10:5:26266180:26269687:1	phosphoenolpyruvate carboxykinase 2	89.782	0	2566	1592	GO:0004611;GO:0004612;GO:0005524;GO:0006094;GO:0017076	IPR001272;IPR008210;IPR013035;IPR015994
GSBRNA2T00000704001	-1.657771849	0.006158691	CDY08769	BnaA06g24550D	supercontig:AST_PRJEB5043_v1:LK031989:279997:282208:-1	BnaA06g24550D protein	AT5G65640	BHLH93	chromosome:TAIR10:5:26236964:26239219:1	Transcription factor bHLH93	86.624	0	1170	NA	GO:0046983	IPR011598
GSBRNA2T00000709001	5.02454776	0.000397907	CDY08774	BnaA06g24500D	supercontig:AST_PRJEB5043_v1:LK031989:321822:323825:1	BnaA06g24500D protein	AT5G65600	LECRK92	chromosome:TAIR10:5:26215991:26218623:-1	L-type lectin-domain containing receptor kinase IX.2	81.658	1.56e-171	603	NA	GO:0030246	IPR001220;IPR008985;IPR013320
GSBRNA2T00000733001	-2.756982583	0.044716839	CDY08792	BnaA06g24320D	supercontig:AST_PRJEB5043_v1:LK031989:450208:453427:-1	BnaA06g24320D protein	AT5G65450	UBP17	chromosome:TAIR10:5:26157535:26161331:1	ubiquitin-specific protease 17	83.736	0	1906	NA	GO:0004221;GO:0006511;GO:0008270	IPR001394;IPR002893;IPR018200
GSBRNA2T00000741001	3.487351645	8.12e-05	CDY08796	BnaA06g24280D	supercontig:AST_PRJEB5043_v1:LK031989:491208:494662:1	Protein DETOXIFICATION	AT5G65380	DTX27	chromosome:TAIR10:5:26122937:26126560:-1	Protein DETOXIFICATION 27	87.487	0	1064	NA	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085	IPR002528
GSBRNA2T00000749001	-3.304064213	0.026374601	CDY08797	BnaA06g24270D	supercontig:AST_PRJEB5043_v1:LK031989:509837:512784:1	Protein DETOXIFICATION	AT5G65380	DTX27	chromosome:TAIR10:5:26122937:26126560:-1	Protein DETOXIFICATION 27	84.9	0	953	NA	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085	IPR002528
GSBRNA2T00000750001	-2.804284397	0.052929692	CDY08798	BnaA06g24260D	supercontig:AST_PRJEB5043_v1:LK031989:515392:516975:1	BnaA06g24260D protein	AT5G65380	DTX27	chromosome:TAIR10:5:26122937:26126560:-1	Protein DETOXIFICATION 27	84.959	0	974	NA	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085	IPR002528
GSBRNA2T00000765001	1.159208528	0.054525464	CDY08807	BnaA06g24170D	supercontig:AST_PRJEB5043_v1:LK031989:600767:606499:1	BnaA06g24170D protein	AT5G65240	NA	chromosome:TAIR10:5:26074683:26078259:-1	Probable LRR receptor-like serine/threonine-protein kinase	89.597	0	2270	703	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR013210;IPR013320;IPR017441;IPR020635;IPR025875
GSBRNA2T00000767001	-2.006604569	2.57e-09	CDY08809	BnaA06g24150D	supercontig:AST_PRJEB5043_v1:LK031989:612009:613016:-1	BnaA06g24150D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	IPR001854
GSBRNA2T00000768001	1.079029446	0.022216216	CDY08810	BnaA06g24140D	supercontig:AST_PRJEB5043_v1:LK031989:614667:618046:-1	BnaA06g24140D protein	AT5G65210	TGA1	chromosome:TAIR10:5:26058031:26061104:1	TGA1	88.52	0	1332	NA	GO:0003700;GO:0043565	IPR004827;IPR025422
GSBRNA2T00000775001	2.998584646	0.002873236	CDY08815	BnaA06g24090D	supercontig:AST_PRJEB5043_v1:LK031989:697995:700016:1	Trehalose 6-phosphate phosphatase	AT5G65140	TPPJ	chromosome:TAIR10:5:26019457:26022380:-1	Probable trehalose-phosphate phosphatase J	90.338	0	1389	616	GO:0003824;GO:0005992;GO:0008152	IPR003337;IPR006379;IPR023214
GSBRNA2T00000782001	2.151665509	2.5e-07	CDY08820	BnaA06g24040D	supercontig:AST_PRJEB5043_v1:LK031989:725427:728328:1	Acyl-coenzyme A oxidase	AT5G65110	ACX2	chromosome:TAIR10:5:26009521:26012684:-1	Acyl-coenzyme A oxidase 2, peroxisomal	87.033	0	2285	NA	GO:0003995;GO:0003997;GO:0005777;GO:0006631;GO:0006635;GO:0008152;GO:0050660;GO:0055114	IPR002655;IPR006090;IPR006091;IPR009075;IPR009100;IPR012258
GSBRNA2T00000792001	2.057197916	0.000155378	CDY08828	BnaA06g23960D	supercontig:AST_PRJEB5043_v1:LK031989:769735:770993:-1	BnaA06g23960D protein	AT5G65020	ANN2	chromosome:TAIR10:5:25973968:25975721:1	Annexin D2	90.52	0	865	NA	GO:0005509;GO:0005544	IPR001464;IPR009118;IPR018502
GSBRNA2T00000793001	-1.695997149	0.000255572	CDY08829	BnaA06g23950D	supercontig:AST_PRJEB5043_v1:LK031989:773762:776834:-1	BnaA06g23950D protein	AT5G65010	ASN2	chromosome:TAIR10:5:25969035:25972575:1	asparagine synthetase 2	90.877	0	2244	413	GO:0004066;GO:0006529;GO:0008152	IPR000583;IPR001962;IPR006426;IPR014729;IPR017932
GSBRNA2T00000794001	1.719471269	0.006027226	CDY08830	BnaA06g23940D	supercontig:AST_PRJEB5043_v1:LK031989:777492:780652:1	BnaA06g23940D protein	AT5G65000	NA	chromosome:TAIR10:5:25964929:25967449:-1	CMP-sialic acid transporter 5	89.253	0	1210	NA	GO:0000139;GO:0005351;GO:0008643;GO:0016021	IPR007271
GSBRNA2T00000802001	-1.66606755	2.02e-05	CDY08837	BnaA06g23870D	supercontig:AST_PRJEB5043_v1:LK031989:823924:828430:-1	BnaA06g23870D protein	AT5G64940	ATATH13	chromosome:TAIR10:5:25948954:25953822:1	ABC transporter-like	89.166	0	2804	NA	NA	IPR004147;IPR011009
GSBRNA2T00000806001	5.524534963	1.85e-09	CDY08840	BnaA06g23840D	supercontig:AST_PRJEB5043_v1:LK031989:837279:837703:-1	BnaA06g23840D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00000809001	2.222781007	0.045891023	CDY08843	BnaA06g23810D	supercontig:AST_PRJEB5043_v1:LK031989:846912:849063:1	BnaA06g23810D protein	AT5G64870	FLOT3	chromosome:TAIR10:5:25929432:25931384:-1	Flotillin-like protein 3	88.023	0	1666	598	NA	IPR001107
GSBRNA2T00000817001	3.832325583	4.02e-07	CDY08849	BnaA06g23750D	supercontig:AST_PRJEB5043_v1:LK031989:863322:864615:-1	BnaA06g23750D protein	AT5G64810	WRKY51	chromosome:TAIR10:5:25908247:25909881:1	Probable WRKY transcription factor 51	85.473	3.63e-171	601	NA	GO:0003700;GO:0043565	IPR003657
GSBRNA2T00000820001	-1.930728593	0.003322103	CDY08852	BnaA06g23720D	supercontig:AST_PRJEB5043_v1:LK031989:872350:873037:1	BnaA06g23720D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00000822001	3.715396965	0.000157669	CDY08853	BnaA06g23710D	supercontig:AST_PRJEB5043_v1:LK031989:876861:879252:-1	BnaA06g23710D protein	AT5G64750	ABR1	chromosome:TAIR10:5:25891449:25893888:1	Ethylene-responsive transcription factor ABR1	82.436	0	1005	NA	GO:0003677;GO:0003700	IPR001471;IPR016177
GSBRNA2T00000824001	-1.01905337	0.0055389	CDY08854	BnaA06g23700D	supercontig:AST_PRJEB5043_v1:LK031989:887646:893881:-1	Cellulose synthase	AT5G64740	CESA6	chromosome:TAIR10:5:25881033:25886728:1	Cellulose synthase A catalytic subunit 6 [UDP-forming]	90.722	0	4333	1394	GO:0005515;GO:0008270;GO:0016020;GO:0016760;GO:0030244	IPR001841;IPR005150;IPR013083
GSBRNA2T00000837001	1.698122311	0.012758209	CDY08864	BnaA06g23600D	supercontig:AST_PRJEB5043_v1:LK031989:957634:959042:1	RING-type E3 ubiquitin transferase	AT5G64660	PUB27	chromosome:TAIR10:5:25841913:25843555:-1	U-box domain-containing protein 27	87.094	0	1426	NA	GO:0000151;GO:0004842;GO:0005488;GO:0016567	IPR003613;IPR011989;IPR013083;IPR016024
GSBRNA2T00000871001	2.289788351	0.000165417	CDY08880	BnaC08g11100D	supercontig:AST_PRJEB5043_v1:LK031990:162858:164730:1	BnaC08g11100D protein	AT4G17900	NA	chromosome:TAIR10:4:9945778:9948157:1	At4g17900	90.205	0	883	NA	NA	IPR006734
GSBRNA2T00000873001	2.049251929	9.4e-05	CDY08881	BnaC08g11110D	supercontig:AST_PRJEB5043_v1:LK031990:175951:177179:1	BnaC08g11110D protein	AT4G17940	NA	chromosome:TAIR10:4:9965742:9967013:1	Putative uncharacterized protein At4g17940	80.258	1.32e-151	536	NA	GO:0005515	IPR011990;IPR013026
GSBRNA2T00000899001	5.955307101	5.58e-08	CDY08894	BnaC08g11240D	supercontig:AST_PRJEB5043_v1:LK031990:318247:319405:1	BnaC08g11240D protein	AT4G18170	WRKY28	chromosome:TAIR10:4:10061214:10062893:1	Probable WRKY transcription factor 28	84.161	6.76e-170	597	414	GO:0003700;GO:0043565	IPR003657
GSBRNA2T00000905001	2.635069433	0.035710723	CDY08899	BnaC08g11290D	supercontig:AST_PRJEB5043_v1:LK031990:352736:355038:1	BnaC08g11290D protein	AT4G18220	PUP21	chromosome:TAIR10:4:10078638:10080362:1	Probable purine permease 9	85.873	0	1225	28	NA	IPR004853
